Movie Title,World Wide,Deomestic,Foreign
Philomena,"$100,129,872","$37,709,979","$62,419,893"
Blue Jasmine,"$99,104,804","$33,405,481","$65,699,323"
Young Detective Dee: Rise of the Sea Dragon,"$98,774,891","$87,783","$98,687,108"
Riddick,"$98,337,295","$42,025,135","$56,312,160"
Safe Haven,"$97,594,140","$71,349,120","$26,245,020"
Evil Dead,"$97,542,952","$54,239,856","$43,303,096"
42,"$97,470,701","$95,020,213","$2,450,488"
The Mortal Instruments: City of Bones,"$95,396,573","$31,165,421","$64,231,152"
Rush,"$95,224,595","$26,947,624","$68,276,971"
Police Story: Lockdown,"$94,249,025",-,"$94,249,025"
The Internship,"$93,492,844","$44,672,764","$48,820,080"
The Purge,"$89,328,627","$64,473,115","$24,855,512"
Dhoom 3,"$88,031,955","$8,031,955","$80,000,000"
Pain & Gain,"$87,305,549","$49,875,291","$37,430,258"
About Time,"$87,100,449","$15,322,921","$71,777,528"
American Dreams in China,"$87,097,067",-,"$87,097,067"
Snowpiercer,"$86,758,912","$4,563,650","$82,195,262"
Carrie,"$84,790,678","$35,266,619","$49,524,059"
Finding Mr. Right,"$84,112,033","$6,945","$84,105,088"
The Fighter Pilot,"$82,879,386",-,"$82,879,386"
Miracle in Cell No. 7,"$82,101,723",-,"$82,101,723"
The Attorney,"$78,547,586","$557,236","$77,990,350"
The Family,"$78,418,811","$36,918,811","$41,500,000"
Scary Movie V,"$78,378,744","$32,015,787","$46,362,957"
R.I.P.D.,"$78,324,220","$33,618,855","$44,705,365"
Tiny Times,"$77,717,014","$23,462","$77,693,552"
Suck Me Shakespeer,"$77,676,735",-,"$77,676,735"
The Book Thief,"$76,586,316","$21,488,481","$55,097,835"
Escape from Planet Earth,"$74,597,643","$57,012,977","$17,584,666"
August: Osage County,"$74,188,937","$37,738,810","$36,450,127"
The Best Man Holiday,"$72,835,710","$70,525,195","$2,310,515"
The Counselor,"$71,009,334","$16,973,715","$54,035,619"
Sole a catinelle,"$69,903,094",-,"$69,903,094"
The Call,"$68,572,631","$51,872,378","$16,700,253"
One Direction: This Is Us,"$68,532,898","$28,873,374","$39,659,524"
Stalingrad,"$68,316,452","$1,013,945","$67,302,507"
Thunder and the House of Magic,"$64,197,205","$4,091","$64,193,114"
The Grandmaster,"$64,076,736","$6,594,959","$57,481,777"
Side Effects,"$63,414,135","$32,172,757","$31,241,378"
The Host,"$63,365,859","$26,627,201","$36,738,658"
Runner Runner,"$62,675,095","$19,316,646","$43,358,449"
The Face Reader,"$61,559,184","$515,876","$61,043,308"
The Legend of Hercules,"$61,279,452","$18,848,538","$42,430,914"
Kick-Ass 2,"$60,795,985","$28,795,985","$32,000,000"
A Haunted House,"$60,159,584","$40,041,683","$20,117,901"
Beautiful Creatures,"$60,052,138","$19,452,138","$40,600,000"
Snitch,"$57,824,674","$42,930,462","$14,894,212"
The Physician,"$57,284,237",-,"$57,284,237"
Firestorm,"$55,754,766",-,"$55,754,766"
Dallas Buyers Club,"$55,198,285","$27,298,285","$27,900,000"
A Madea Christmas,"$53,396,635","$52,543,354","$853,281"
Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354","$1,167,790"
Delivery Man,"$53,120,346","$30,664,106","$22,456,240"
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193","$50,223,379"
Dragon Ball Z: Battle of Gods,"$50,461,371","$2,553,002","$47,908,369"
The Berlin File,"$48,972,848","$665,210","$48,307,638"
Her,"$48,517,427","$25,568,251","$22,949,176"
Homefront,"$48,449,416","$20,158,898","$28,290,518"
The Last Stand,"$48,330,757","$12,050,299","$36,280,458"
21 & Over,"$48,065,672","$25,682,380","$22,383,292"
Texas Chainsaw,"$47,340,586","$34,341,945","$12,998,641"
Tiny Times 2.0,"$47,289,937","$43,788","$47,246,149"
Switch,"$47,164,301",-,"$47,164,301"
The Place Beyond the Pines,"$47,052,899","$21,403,519","$25,649,380"
Parker,"$46,922,566","$17,616,641","$29,305,925"
The Big Wedding,"$46,522,137","$21,819,348","$24,702,789"
Badges of Fury,"$46,495,296",-,"$46,495,296"
The World's End,"$46,089,287","$26,004,851","$20,084,436"
Grudge Match,"$44,907,260","$29,807,260","$15,100,000"
The White Storm,"$44,670,277",-,"$44,670,277"
Tarzan,"$44,095,996",-,"$44,095,996"
Secretly Greatly,"$43,447,199",-,"$43,447,199"
"The Chef, The Actor, The Scoundrel","$42,970,000",-,"$42,970,000"
Doraemon: Nobita's Secret Gadget Museum,"$42,770,271",-,"$42,770,271"
Jobs,"$42,128,352","$16,131,410","$25,996,942"
No Man's Land,"$41,807,712",-,"$41,807,712"
Lupin III vs. Detective Conan: The Movie,"$41,397,727",-,"$41,397,727"
Yolki 3,"$40,267,368",-,"$40,267,368"
Don Jon,"$39,439,355","$24,477,704","$14,961,651"
Antoine and Sebastian,"$38,719,881",-,"$38,719,881"
Cold Eyes,"$37,795,598",-,"$37,795,598"
"Like Father, Like Son","$37,170,163","$334,616","$36,835,547"
Detective Conan: Private Eye in the Distant Sea,"$36,324,232",-,"$36,324,232"
Dügün Dernek,"$36,185,741",-,"$36,185,741"
The Terror Live,"$35,659,824",-,"$35,659,824"
Hide and Seek,"$35,461,505",-,"$35,461,505"
Blind Detective,"$34,958,596",-,"$34,958,596"
Broken City,"$34,737,199","$19,701,164","$15,036,035"
Inside Llewyn Davis,"$32,935,319","$13,235,319","$19,700,000"
Serial Teachers,"$32,849,727",-,"$32,849,727"
Mud,"$32,613,173","$21,590,086","$11,023,087"
Midsummer's Equation,"$32,514,549",-,"$32,514,549"
Kevin Hart: Let Me Explain,"$32,318,051","$32,244,051","$74,000"
Pokémon,"$32,293,377",-,"$32,293,377"
The After-Dinner Mysteries,"$32,160,741",-,"$32,160,741"
Underdogs,"$31,775,719",-,"$31,775,719"
Spring Breakers,"$31,724,284","$14,124,284","$17,600,000"
New World,"$31,670,607","$457,806","$31,212,801"
101 Proposals,"$31,283,838",-,"$31,283,838"
A Wedding Invitation,"$30,665,036","$14,350","$30,650,686"
Silent Witness,"$29,315,945",-,"$29,315,945"
Special ID,"$29,139,936","$12,666","$29,127,270"
Kokowääh 2,"$28,811,936",-,"$28,811,936"
The Suspect,"$28,674,130","$218,693","$28,455,437"
The Four 2,"$28,599,970",-,"$28,599,970"
The Kiyosu Conference,"$28,338,665",-,"$28,338,665"
I Give It a Year,"$28,328,531","$34,657","$28,293,874"
Mandela: Long Walk to Freedom,"$27,985,788","$8,323,085","$19,662,703"
Dark Skies,"$27,858,103","$17,418,667","$10,439,436"
Nebraska,"$27,682,872","$17,654,912","$10,027,960"
The Incredible Burt Wonderstone,"$27,437,881","$22,537,881","$4,900,000"
Gorko!,"$27,369,902",-,"$27,369,902"
Khumba,"$27,187,375","$1,029","$27,186,346"
You're Next,"$26,895,481","$18,494,006","$8,401,475"
Mr. Go,"$26,835,201",-,"$26,835,201"
The Break Up Man,"$26,477,012",-,"$26,477,012"
The Way Way Back,"$26,474,920","$21,506,546","$4,968,374"
We Are the Nobles,"$26,433,651",-,"$26,433,651"
The Stolen Years,"$26,249,553",-,"$26,249,553"
One Night Surprise,"$26,220,159",-,"$26,220,159"
Platinum Data,"$26,052,718",-,"$26,052,718"
Gekijouban SPEC: Kurôzu - Zen no hen,"$25,860,404",-,"$25,860,404"
Unbeatable,"$25,816,154",-,"$25,816,154"
Man on the Edge,"$25,774,679",-,"$25,774,679"
Enough Said,"$25,288,872","$17,550,872","$7,738,000"
The Last Exorcism Part II,"$25,051,865","$15,179,302","$9,872,563"
"Me, Myself and Mum","$24,991,467",-,"$24,991,467"
Drug War,"$24,676,341","$128,195","$24,548,146"
The Tale of The Princess Kaguya,"$24,434,485","$703,232","$23,731,253"
The Great Beauty,"$24,377,916","$2,852,400","$21,525,516"
Trance,"$24,261,569","$2,328,743","$21,932,826"
The Railway Man,"$24,174,885","$4,438,438","$19,736,447"
Out of Inferno,"$24,109,886",-,"$24,109,886"
Bring Happiness Home,"$23,980,000",-,"$23,980,000"
The Avengers,"$1,518,812,988","$623,357,910","$895,455,078"
Skyfall,"$1,108,561,013","$304,360,277","$804,200,736"
The Dark Knight Rises,"$1,084,939,099","$448,139,099","$636,800,000"
The Hobbit: An Unexpected Journey,"$1,017,003,568","$303,003,568","$714,000,000"
Ice Age: Continental Drift,"$877,244,782","$161,321,843","$715,922,939"
The Twilight Saga: Breaking Dawn - Part 2,"$829,746,820","$292,324,737","$537,422,083"
The Amazing Spider-Man,"$757,930,663","$262,030,663","$495,900,000"
Madagascar 3: Europe's Most Wanted,"$746,921,274","$216,391,482","$530,529,792"
The Hunger Games,"$694,394,724","$408,010,692","$286,384,032"
Men in Black³,"$654,213,485","$179,020,854","$475,192,631"
Life of Pi,"$609,016,565","$124,987,023","$484,029,542"
Ted,"$549,368,315","$218,815,487","$330,552,828"
Brave,"$538,983,207","$237,283,207","$301,700,000"
Wreck-It Ralph,"$471,222,889","$189,422,889","$281,800,000"
Les Misérables,"$442,299,309","$148,809,770","$293,489,539"
Django Unchained,"$425,368,238","$162,805,434","$262,562,804"
Prometheus,"$403,354,469","$126,477,084","$276,877,385"
Snow White and the Huntsman,"$396,592,829","$155,332,381","$241,260,448"
Taken 2,"$376,141,306","$139,854,287","$236,287,019"
Hotel Transylvania,"$358,375,603","$148,313,048","$210,062,555"
Titanic 2012 3D Release,"$350,449,521","$57,884,114","$292,565,407"
The Lorax,"$348,961,366","$214,151,550","$134,809,816"
Journey 2: The Mysterious Island,"$335,260,290","$103,860,290","$231,400,000"
The Expendables 2,"$314,975,955","$85,028,192","$229,947,763"
Rise of the Guardians,"$306,941,670","$103,412,758","$203,528,912"
Battleship,"$303,025,485","$65,422,625","$237,602,860"
Wrath of the Titans,"$301,970,083","$83,670,083","$218,300,000"
John Carter,"$284,139,100","$73,078,100","$211,061,000"
The Bourne Legacy,"$276,144,750","$113,203,870","$162,940,880"
Lincoln,"$275,293,450","$182,207,973","$93,085,477"
We're the Millers,"$269,994,119","$150,394,119","$119,600,000"
Dark Shadows,"$245,527,149","$79,727,149","$165,800,000"
Resident Evil: Retribution,"$240,159,255","$42,345,531","$197,813,724"
Silver Linings Playbook,"$236,412,453","$132,092,958","$104,319,495"
American Reunion,"$234,989,584","$57,011,521","$177,978,063"
Argo,"$232,325,503","$136,025,503","$96,300,000"
Jack Reacher,"$218,340,595","$80,070,736","$138,269,859"
Safe House,"$208,076,205","$126,373,434","$81,702,771"
21 Jump Street,"$201,585,328","$138,447,667","$63,137,661"
Total Recall,"$198,467,168","$58,877,969","$139,589,199"
The Impossible,"$198,087,212","$19,019,882","$179,067,330"
Lost in Thailand,"$197,757,387","$57,387","$197,700,000"
The Vow,"$196,114,570","$125,014,030","$71,100,540"
Mirror Mirror,"$183,018,522","$64,935,167","$118,083,355"
The Dictator,"$179,379,533","$59,650,222","$119,729,311"
Looper,"$176,506,819","$66,486,205","$110,020,614"
Chinese Zodiac,"$170,525,083",-,"$170,525,083"
Magic Mike,"$167,221,571","$113,721,571","$53,500,000"
Flight,"$161,772,375","$93,772,375","$68,000,000"
Underworld: Awakening,"$160,112,671","$62,321,039","$97,791,632"
This Means War,"$156,491,279","$54,760,791","$101,730,488"
Paranormal Activity 4,"$142,802,657","$53,885,000","$88,917,657"
Step Up Revolution,"$140,470,746","$35,074,677","$105,396,069"
The Best Exotic Marigold Hotel,"$136,836,156","$46,412,041","$90,424,115"
The Wind Rises,"$136,483,439","$5,209,580","$131,273,859"
Last Vegas,"$134,402,450","$63,914,167","$70,488,283"
Zero Dark Thirty,"$132,820,716","$95,720,716","$37,100,000"
Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002","$80,789,928"
Cloud Atlas,"$130,482,868","$27,108,272","$103,374,596"
The Woman in Black,"$128,955,898","$54,333,290","$74,622,608"
Chronicle,"$126,636,097","$64,575,175","$62,060,922"
Walking with Dinosaurs 3D,"$126,546,518","$36,076,121","$90,470,397"
The Pirates! Band of Misfits,"$123,054,041","$31,051,126","$92,002,915"
Parental Guidance,"$119,772,232","$77,267,296","$42,504,936"
Abraham Lincoln: Vampire Hunter,"$116,471,580","$37,519,139","$78,952,441"
Pitch Perfect,"$115,350,426","$65,001,093","$50,349,333"
Hope Springs,"$114,281,051","$63,536,011","$50,745,040"
ParaNorman,"$107,139,399","$56,003,051","$51,136,348"
The Campaign,"$104,907,746","$86,907,746","$18,000,000"
Star Wars: Episode I - The Phantom Menace 2012 3D Release,"$102,739,593","$43,456,382","$59,283,211"
Project X,"$102,731,865","$54,731,865","$48,000,000"
The Devil Inside,"$101,758,490","$53,261,944","$48,496,546"
The Lucky One,"$99,357,138","$60,457,138","$38,900,000"
Contraband,"$96,262,212","$66,528,000","$29,734,212"
Think Like a Man,"$96,070,507","$91,547,205","$4,523,302"
Masquerade,"$94,268,432","$922,921","$93,345,511"
Brave Hearts: Umizaru,"$91,884,352",-,"$91,884,352"
This Is 40,"$88,215,156","$67,544,505","$20,670,651"
The Thieves,"$87,126,367","$685,839","$86,440,528"
The Possession,"$85,446,075","$49,130,154","$36,315,921"
What to Expect When You're Expecting,"$84,384,002","$41,152,203","$43,231,799"
Savages,"$82,966,152","$47,382,068","$35,584,084"
Sinister,"$82,515,113","$48,086,903","$34,428,210"
Act of Valor,"$82,497,035","$70,012,847","$12,484,188"
Frankenweenie,"$81,491,068","$35,291,068","$46,200,000"
The Grey,"$79,781,695","$51,580,236","$28,201,459"
Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662","$28,221,033"
Thermae Romae,"$74,285,251",-,"$74,285,251"
One Piece Film Z,"$74,223,861",-,"$74,223,861"
To Rome with Love,"$73,244,881","$16,685,867","$56,559,014"
Here Comes the Boom,"$73,100,172","$45,290,318","$27,809,854"
Bayside Shakedown the Final,"$72,867,395",-,"$72,867,395"
The Cabin in the Woods,"$69,935,600","$42,073,277","$27,862,323"
Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283","$28,200,000"
Anna Karenina,"$68,929,150","$12,816,367","$56,112,783"
The Watch,"$68,267,862","$35,353,000","$32,914,862"
Moonrise Kingdom,"$68,263,166","$45,512,466","$22,750,700"
The Secret of the Gods,"$67,537,798",-,"$67,537,798"
Madea's Witness Protection,"$66,899,242","$65,653,242","$1,246,000"
Beauty and the Beast 2012 3D Release,"$62,008,601","$47,617,067","$14,391,534"
Astérix and Obélix: God Save Britannia,"$61,319,383",-,"$61,319,383"
Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945","$60,313,399"
Quartet,"$59,520,298","$18,390,117","$41,130,181"
Rock of Ages,"$59,418,613","$38,518,613","$20,900,000"
That's My Boy,"$57,719,093","$36,931,089","$20,788,004"
The Odd Life of Timothy Green,"$56,012,642","$51,854,875","$4,157,767"
Lawless,"$55,404,159","$37,400,127","$18,004,032"
End of Watch,"$55,078,146","$41,003,371","$14,074,775"
Wolf Children,"$54,984,346",-,"$54,984,346"
The Three Stooges,"$54,819,301","$44,338,224","$10,481,077"
The Five-Year Engagement,"$54,169,363","$28,835,528","$25,333,835"
Red Dawn,"$50,950,296","$44,806,783","$6,143,513"
Red Tails,"$50,365,498","$49,876,377","$489,121"
"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006","$16,164,814"
HOUBA! On the Trail of the Marsupilami,"$50,146,474",-,"$50,146,474"
Tad: The Lost Explorer,"$49,490,859",-,"$49,490,859"
A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830",-,"$49,261,830"
Trouble with the Curve,"$48,963,137","$35,763,137","$13,200,000"
Man on a Ledge,"$47,636,031","$18,620,000","$29,016,031"
A Werewolf Boy,"$46,282,588","$342,922","$45,939,666"
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"$46,180,706",-,"$46,180,706"
Gekijouban Tenpesuto 3D 2012 Re-release,"$46,008,255",-,"$46,008,255"
Detective Conan: The Eleventh Striker,"$44,369,456",-,"$44,369,456"
House at the End of the Street,"$44,287,131","$31,611,916","$12,675,215"
The Guilt Trip,"$41,863,726","$37,134,215","$4,729,511"
Safe,"$41,564,670","$17,142,080","$24,422,590"
Dredd,"$41,037,742","$13,414,714","$27,623,028"
La vérité si je mens! 3,"$40,928,635",-,"$40,928,635"
Always: Sunset on Third Street '64,"$40,923,305",-,"$40,923,305"
Chernobyl Diaries,"$38,390,020","$18,119,640","$20,270,380"
Killing Them Softly,"$37,930,465","$15,026,056","$22,904,409"
Rurouni Kenshin Part I: Origins,"$37,654,579",-,"$37,654,579"
The Tower,"$36,512,327",-,"$36,512,327"
Conquest 1453,"$35,797,045","$35,730","$35,761,315"
Good Deeds,"$35,579,177","$35,025,791","$553,386"
Arbitrage,"$35,485,056","$7,919,574","$27,565,482"
Welcome to the North,"$34,995,189",-,"$34,995,189"
Chimpanzee,"$34,823,764","$28,972,764","$5,851,000"
Alex Cross,"$34,618,867","$25,888,412","$8,730,455"
Salmon Fishing in the Yemen,"$34,564,651","$9,047,981","$25,516,670"
Haywire,"$34,513,760","$18,942,396","$15,571,364"
Adventures in Zambezia,"$34,428,345",-,"$34,428,345"
Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862","$21,640,239"
Three Heroes on Distant Shores,"$33,674,759",-,"$33,674,759"
2016: Obama's America,"$33,449,086","$33,449,086",-
The Perks of Being a Wallflower,"$33,384,127","$17,742,948","$15,641,179"
Lockout,"$32,948,113","$14,326,864","$18,621,249"
Bait,"$32,813,407",-,"$32,813,407"
Part of Me,"$32,726,956","$25,326,071","$7,400,885"
Nameless Gangster: Rules of the Time,"$32,472,645",-,"$32,472,645"
Movie 43,"$32,438,988","$8,840,453","$23,598,535"
The Floating Castle,"$31,967,471",-,"$31,967,471"
The Neighbors,"$31,949,315",-,"$31,949,315"
The Dream Team,"$31,822,402",-,"$31,822,402"
What's in a Name?,"$31,303,580","$8,111","$31,295,469"
Joyful Noise,"$31,158,113","$30,932,113","$226,000"
Premium Rush,"$31,083,599","$20,275,446","$10,808,153"
Playing for Keeps,"$30,962,335","$13,103,272","$17,859,063"
The Four,"$30,505,808",-,"$30,505,808"
The Grand Heist,"$30,158,762",-,"$30,158,762"
The Raven,"$29,699,345","$16,008,272","$13,691,073"
Amour,"$29,652,180","$6,739,492","$22,912,688"
All About My Wife,"$29,382,038",-,"$29,382,038"
Seven Psychopaths,"$29,347,202","$15,024,049","$14,323,153"
Rowdy Rathore,"$29,342,463","$777,373","$28,565,090"
SPEC: Heaven,"$29,023,960",-,"$29,023,960"
We Were There: True Love,"$28,876,929",-,"$28,876,929"
Bol Bachchan,"$28,775,262","$1,216,258","$27,559,004"
Deranged,"$28,444,173",-,"$28,444,173"
The Master,"$28,258,060","$16,377,274","$11,880,786"
Hitchcock,"$27,039,669","$6,008,677","$21,030,992"
Dearest,"$26,723,916",-,"$26,723,916"
Architecture 101,"$26,642,354",-,"$26,642,354"
Dancing Queen,"$26,411,266",-,"$26,411,266"
Lesson of the Evil,"$26,167,224",-,"$26,167,224"
Agneepath,"$26,001,696","$1,986,748","$24,014,948"
Rust and Bone,"$25,807,712","$2,062,027","$23,745,685"
Head Over Heels 2,"$25,402,893",-,"$25,402,893"
On the Other Side of the Tracks,"$25,109,572","$9,572","$25,100,000"
Helter Skelter,"$25,066,699",-,"$25,066,699"
The Last Tycoon,"$25,009,914",-,"$25,009,914"
Housefull 2,"$24,922,847","$1,791,780","$23,131,067"
Big Miracle,"$24,719,215","$20,157,300","$4,561,915"
Sparkle,"$24,637,800","$24,397,469","$240,331"
The Players,"$24,629,152","$10,854","$24,618,298"
Liar Game: Reborn,"$24,549,726",-,"$24,549,726"
I Want You,"$23,961,214",-,"$23,961,214"
Türkisch für Anfänger,"$23,952,712",-,"$23,952,712"
Wanderlust,"$23,812,816","$17,450,535","$6,362,281"
"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681",-,"$23,785,681"
To the Arctic 3D,"$23,695,388","$14,560,838","$9,134,550"
Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341",-,"$22,975,341"
Kon-Tiki,"$22,842,887","$1,517,410","$21,325,477"
Fall in Love Like a Star,"$22,640,355",-,"$22,640,355"
Upside Down,"$22,187,813","$105,095","$22,082,718"
Unbowed,"$22,132,903",-,"$22,132,903"
Confession of Murder,"$21,701,525",-,"$21,701,525"
StreetDance 2 2012 Re-release,"$21,638,853",-,"$21,638,853"
2012 2012 Re-release,"$21,538,353",-,"$21,538,353"
Beasts of the Southern Wild,"$21,107,746","$12,795,746","$8,312,000"
Harry Potter and the Deathly Hallows: Part 2,"$1,341,511,219","$381,011,219","$960,500,000"
Transformers: Dark of the Moon,"$1,123,794,079","$352,390,543","$771,403,536"
Pirates of the Caribbean: On Stranger Tides,"$1,045,713,802","$241,071,802","$804,642,000"
The Twilight Saga: Breaking Dawn - Part 1,"$712,205,856","$281,287,133","$430,918,723"
Mission: Impossible - Ghost Protocol,"$694,713,380","$209,397,903","$485,315,477"
