Movie Title,World Wide,Deomestic,imdbid,year,bt_score,submitterid,dubious,Score Category
Baraka,1256698.0,1254237.0,103767,1992,0,6673,0.0,Less than 2 named female characters
Ruby in Paradise,1001437.0,1001437.0,108000,1993,3,727,0.0,Beschdel test passed
Batman Returns,266831698.0,162831698.0,103776,1992,0,1063,0.0,Less than 2 named female characters
Home Alone 2: Lost in New York,173595300.0,173585516.0,104431,1992,3,101,0.0,Beschdel test passed
A Few Good Men,141354048.0,141340178.0,104257,1992,1,121,0.0,Female characters have no dialogue
Sister Act,139605182.0,139605150.0,105417,1992,3,1472,0.0,Beschdel test passed
Basic Instinct,117727224.0,117727224.0,103772,1992,1,8962,0.0,Female characters have no dialogue
A League of Their Own,107535154.0,107533928.0,104694,1992,3,281,0.0,Beschdel test passed
Unforgiven,101157447.0,101157447.0,105695,1992,3,13777,0.0,Beschdel test passed
Boomerang,70052444.0,70052444.0,103859,1992,3,9745,0.0,Beschdel test passed
Scent of a Woman,63095253.0,63095253.0,105323,1992,1,6294,0.0,Female characters have no dialogue
Far and Away,58883840.0,58883840.0,104231,1992,3,21142,0.0,Beschdel test passed
HouseSitter,58500635.0,58500635.0,104452,1992,1,14881,0.0,Female characters have no dialogue
Death Becomes Her,58423992.0,58422650.0,104070,1992,3,2414,0.0,Beschdel test passed
Beethoven,57114049.0,57114049.0,103786,1992,3,21152,0.0,Beschdel test passed
My Cousin Vinny,52929168.0,52929168.0,104952,1992,1,2496,0.0,Female characters have no dialogue
Sneakers,51432691.0,51432691.0,105435,1992,1,10584,0.0,Female characters have no dialogue
Malcolm X,48169910.0,48169910.0,104797,1992,3,7820,1.0,Dubious
Single White Female,48017402.0,48017402.0,105414,1992,3,3686,0.0,Beschdel test passed
Passenger 57,44065653.0,44065653.0,105104,1992,1,19106,0.0,Female characters have no dialogue
A River Runs Through It,43440294.0,43440294.0,105265,1992,2,11672,0.0,Female character's dialogue is about boys
Encino Man,40693477.0,40693477.0,104187,1992,1,16852,0.0,Female characters have no dialogue
Stop! Or My Mom Will Shoot,28411210.0,28411210.0,105477,1992,2,8617,0.0,Female character's dialogue is about boys
Howards End,25968006.0,25966555.0,104454,1992,3,3545,0.0,Beschdel test passed
FernGully: The Last Rainforest,24650296.0,24650296.0,104254,1992,3,1215,0.0,Beschdel test passed
Leap of Faith,23369283.0,23369283.0,104695,1992,2,16767,0.0,Female character's dialogue is about boys
Toys,23278931.0,23278931.0,105629,1992,3,2340,0.0,Beschdel test passed
Straight Talk,21202099.0,21202099.0,105481,1992,3,4078,0.0,Beschdel test passed
Singles,18471850.0,18471850.0,105415,1992,2,12227,0.0,Female character's dialogue is about boys
Buffy the Vampire Slayer,16624456.0,16624456.0,103893,1992,3,538,0.0,Beschdel test passed
Ladybugs,14796494.0,14796494.0,104670,1992,3,8777,0.0,Beschdel test passed
Enchanted April,13200170.0,13200170.0,101811,1992,3,2895,0.0,Beschdel test passed
Hellraiser III: Hell on Earth,12534961.0,12534961.0,104409,1992,3,12440,0.0,Beschdel test passed
Stay Tuned,10736401.0,10736401.0,105466,1992,2,18248,0.0,Female character's dialogue is about boys
Glengarry Glen Ross,10726612.0,10725228.0,104348,1992,0,120,0.0,Less than 2 named female characters
Husbands and Wives,10555619.0,10555619.0,104466,1992,3,8893,0.0,Beschdel test passed
Chaplin,9493259.0,9493259.0,103939,1992,1,8623,0.0,Female characters have no dialogue
Damage,7532911.0,7532911.0,104237,1992,3,8981,0.0,Beschdel test passed
Sarafina!,7309989.0,7306242.0,105316,1992,3,3621,0.0,Beschdel test passed
Of Mice and Men,5471088.0,5471088.0,31742,1939,1,4340,0.0,Female characters have no dialogue
Split Second,5430822.0,5430822.0,105459,1992,0,14067,0.0,Less than 2 named female characters
Passion Fish,4814619.0,4814619.0,105107,1992,3,3396,0.0,Beschdel test passed
Mediterraneo,4532791.0,4532791.0,102426,1991,2,15768,1.0,Dubious
Bob Roberts,4479470.0,4479470.0,103850,1992,1,645,0.0,Female characters have no dialogue
Reservoir Dogs,2832316.0,2832029.0,105236,1992,0,1,0.0,Less than 2 named female characters
Newsies,2819485.0,2819485.0,104990,1992,1,3945,0.0,Female characters have no dialogue
Raise the Red Lantern,2603061.0,2603061.0,101640,1991,3,1409,1.0,Dubious
Flirting,2415396.0,2415396.0,101898,1991,2,1466,0.0,Female character's dialogue is about boys
Night on Earth,2015810.0,2015810.0,102536,1991,3,4333,0.0,Beschdel test passed
Daughters of the Dust,1642436.0,1642436.0,104057,1991,3,3619,0.0,Beschdel test passed
Leaving Normal,1514114.0,1514114.0,104697,1992,3,3631,0.0,Beschdel test passed
Gas Food Lodging,1342613.0,1342613.0,104321,1992,3,1465,0.0,Beschdel test passed
Freddie as F.R.O.7.,1119368.0,1119368.0,104298,1992,1,14823,0.0,Female characters have no dialogue
Europa,1007001.0,1007001.0,101829,1991,0,8545,0.0,Less than 2 named female characters
Robin Hood: Prince of Thieves,165493908.0,165493908.0,102798,1991,3,1914,1.0,Dubious
City Slickers,124033791.0,124033791.0,101587,1991,3,14369,0.0,Beschdel test passed
Hook,119655099.0,119654823.0,102057,1991,2,1072,0.0,Female character's dialogue is about boys
Fried Green Tomatoes,82418501.0,82418501.0,101921,1991,3,560,0.0,Beschdel test passed
Cape Fear,79091969.0,79091969.0,101540,1991,3,15497,0.0,Beschdel test passed
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813.0,78656813.0,103060,1991,3,4124,0.0,Beschdel test passed
Backdraft,77868585.0,77868585.0,101393,1991,1,21151,0.0,Female characters have no dialogue
Star Trek VI: The Undiscovered Country,74888996.0,74888996.0,102975,1991,2,5896,1.0,Dubious
JFK,70405498.0,70405498.0,102138,1991,3,14105,0.0,Beschdel test passed
Hot Shots!,69467617.0,69467617.0,102059,1991,1,5844,0.0,Female characters have no dialogue
What About Bob?,63707829.0,63707829.0,103241,1991,2,5272,0.0,Female character's dialogue is about boys
My Girl,59489799.0,59489799.0,102492,1991,3,9625,0.0,Beschdel test passed
Boyz n the Hood,57504069.0,57504069.0,101507,1991,2,10536,0.0,Female character's dialogue is about boys
Doc Hollywood,54830779.0,54830779.0,101745,1991,1,1135,0.0,Female characters have no dialogue
New Jack City,47624353.0,47624353.0,102526,1991,0,20889,1.0,Dubious
Soapdish,36489888.0,36489888.0,102951,1991,3,12391,0.0,Beschdel test passed
White Fang,34793160.0,34793160.0,103247,1991,1,1177,0.0,Female characters have no dialogue
Double Impact,30102717.0,30102717.0,101764,1991,1,18813,0.0,Female characters have no dialogue
L.A. Story,28862081.0,28862081.0,102250,1991,3,8425,1.0,Dubious
Other People's Money,25682090.0,25682090.0,102609,1991,3,146,0.0,Beschdel test passed
Lionheart,24078196.0,24078196.0,100029,1990,1,18812,0.0,Female characters have no dialogue
Oscar,23562716.0,23562716.0,102603,1991,2,14896,0.0,Female character's dialogue is about boys
Frankie and Johnny,22773535.0,22773535.0,60429,1966,2,20991,0.0,Female character's dialogue is about boys
Frankie and Johnny,22773535.0,22773535.0,101912,1991,1,14873,0.0,Female characters have no dialogue
An American Tail: Fievel Goes West,22166041.0,22166041.0,101329,1991,3,3670,0.0,Beschdel test passed
For the Boys,17860280.0,17860280.0,101902,1991,3,21171,0.0,Beschdel test passed
Hudson Hawk,17218080.0,17218080.0,102070,1991,3,5815,0.0,Beschdel test passed
Defending Your Life,16371128.0,16371128.0,101698,1991,3,8361,1.0,Dubious
Toy Soldiers,15073942.0,15073942.0,103112,1991,0,2119,0.0,Less than 2 named female characters
Madonna: Truth or Dare,15014326.0,15012935.0,102370,1991,3,9616,0.0,Beschdel test passed
Drop Dead Fred,13878564.0,13878334.0,101775,1991,3,20697,0.0,Beschdel test passed
Black Robe,8211952.0,8211952.0,101465,1991,1,3353,0.0,Female characters have no dialogue
My Own Private Idaho,6405640.0,6401336.0,102494,1991,1,14891,0.0,Female characters have no dialogue
Barton Fink,6153939.0,6153939.0,101410,1991,1,3332,0.0,Female characters have no dialogue
Europa Europa,5575738.0,5575738.0,99776,1990,2,9796,0.0,Female character's dialogue is about boys
Delirious,5546827.0,5546827.0,101701,1991,1,4214,0.0,Female characters have no dialogue
Life Stinks,4102526.0,4102526.0,102303,1991,0,8255,0.0,Less than 2 named female characters
Impromptu,4076211.0,4076211.0,102103,1991,3,833,0.0,Beschdel test passed
Showdown in Little Tokyo,2275557.0,2275557.0,102915,1991,3,19676,1.0,Dubious
Madame Bovary,1942423.0,1942423.0,2334733,2015,2,12507,0.0,Female character's dialogue is about boys
Life Is Sweet,1516414.0,1516414.0,100024,1990,3,605,0.0,Beschdel test passed
Kickboxer 2: The Road Back,1250712.0,1250712.0,102202,1991,0,18796,0.0,Less than 2 named female characters
Slacker,1228108.0,1228108.0,102943,1991,3,2354,0.0,Beschdel test passed
An Angel at My Table,1054638.0,1054638.0,99040,1990,3,3302,0.0,Beschdel test passed
Until the End of the World,829625.0,829625.0,101458,1991,3,17903,0.0,Beschdel test passed
Mindwalk,774048.0,774048.0,100151,1990,3,1234,0.0,Beschdel test passed
Home Alone,289012363.0,285761243.0,99785,1990,3,100,0.0,Beschdel test passed
Ghost,217631670.0,217631306.0,99653,1990,3,1182,0.0,Beschdel test passed
Dances with Wolves,184208848.0,184208848.0,99348,1990,1,14867,0.0,Female characters have no dialogue
Pretty Woman,178464485.0,178406268.0,100405,1990,3,2984,0.0,Beschdel test passed
Die Hard 2,117542606.0,117540947.0,99423,1990,3,4573,1.0,Dubious
Dick Tracy,103738726.0,103738726.0,99422,1991,1,11023,0.0,Female characters have no dialogue
Kindergarten Cop,91457688.0,91457688.0,99938,1990,3,12795,0.0,Beschdel test passed
Days of Thunder,87163545.0,82670733.0,99371,1990,2,21166,0.0,Female character's dialogue is about boys
Presumed Innocent,86303188.0,86303188.0,100404,1990,1,10899,0.0,Female characters have no dialogue
Misery,61276872.0,61276872.0,100157,1990,1,132,0.0,Female characters have no dialogue
Edward Scissorhands,56362461.0,56362352.0,99487,1990,3,3599,0.0,Beschdel test passed
Goodfellas,46836797.0,46836214.0,99685,1990,3,3100,1.0,Dubious
RoboCop 2,45681173.0,45681173.0,100502,1990,1,9586,0.0,Female characters have no dialogue
Gremlins 2: The New Batch,41482207.0,41482207.0,99700,1990,2,19323,0.0,Female character's dialogue is about boys
Rocky V,40946358.0,40946358.0,100507,1990,0,19041,0.0,Less than 2 named female characters
Joe Versus the Volcano,39404261.0,39404261.0,99892,1990,2,4271,0.0,Female character's dialogue is about boys
Postcards from the Edge,39071603.0,39071603.0,100395,1990,3,237,0.0,Beschdel test passed
Mermaids,35419397.0,35419397.0,100140,1990,3,111,0.0,Beschdel test passed
Darkman,33878502.0,33878502.0,99365,1990,0,3133,0.0,Less than 2 named female characters
Air America,31053601.0,31053601.0,99005,1990,0,8725,0.0,Less than 2 named female characters
Predator 2,30669413.0,30669413.0,100403,1990,2,9474,1.0,Dubious
Navy Seals,25069101.0,25069101.0,100232,1990,0,18778,0.0,Less than 2 named female characters
Stella,20240128.0,20240128.0,100691,1990,2,10421,0.0,Female character's dialogue is about boys
Tremors,16667084.0,16667084.0,100814,1990,3,2064,0.0,Beschdel test passed
Revenge,15645616.0,15645616.0,6738136,2017,0,15260,0.0,Less than 2 named female characters
Quick Change,15260154.0,15260154.0,100449,1990,0,20182,0.0,Less than 2 named female characters
Wild at Heart,14561143.0,14560247.0,100935,1990,2,3851,0.0,Female character's dialogue is about boys
Lord of the Flies,13985225.0,13985225.0,100054,1990,0,10344,0.0,Less than 2 named female characters
Lord of the Flies,13985225.0,13985225.0,57261,1963,0,2657,0.0,Less than 2 named female characters
Cinema Paradiso,11990401.0,11990401.0,95765,1988,1,9048,0.0,Female characters have no dialogue
Wild Orchid,11060485.0,11060485.0,100934,1989,3,1764,0.0,Beschdel test passed
Nightbreed,9469695.0,8862354.0,100260,1990,3,19478,0.0,Beschdel test passed
Cry-Baby,8266343.0,8266343.0,99329,1990,3,12825,0.0,Beschdel test passed
Blue Steel,8217997.0,8217997.0,99160,1990,2,20302,0.0,Female character's dialogue is about boys
Alice,7331647.0,7331647.0,99012,1990,3,11564,0.0,Beschdel test passed
Alice,7331647.0,7331647.0,1461312,2009,3,3615,0.0,Beschdel test passed
Delta Force 2: The Colombian Connection,6698361.0,6698361.0,99399,1990,1,18780,0.0,Female characters have no dialogue
Flashback,6488114.0,6488114.0,14371426,2021,3,19966,0.0,Beschdel test passed
Night of the Living Dead,5835247.0,5835247.0,63350,1968,3,5719,0.0,Beschdel test passed
"Welcome Home, Roxy Carmichael",3989297.0,3989297.0,100911,1990,3,10484,0.0,Beschdel test passed
Metropolitan,2938208.0,2938208.0,100142,1990,3,15845,0.0,Beschdel test passed
Blind Fury,2692037.0,2692037.0,96945,1989,1,18702,0.0,Female characters have no dialogue
Class of 1999,2459895.0,2459895.0,99277,1990,2,15741,1.0,Dubious
White Hunter Black Heart,2319124.0,2319124.0,100928,1990,1,2587,0.0,Female characters have no dialogue
Hidden Agenda,1030938.0,1030938.0,99768,1990,3,15680,0.0,Beschdel test passed
Batman,401188924.0,251188924.0,96895,1989,1,1061,0.0,Female characters have no dialogue
Indiana Jones and the Last Crusade,197171806.0,197171806.0,97576,1989,0,1092,0.0,Less than 2 named female characters
Dead Poets Society,174997852.0,95860116.0,97165,1989,1,3417,0.0,Female characters have no dialogue
Lethal Weapon 2,147253986.0,147253986.0,97733,1989,3,14138,0.0,Beschdel test passed
"Honey, I Shrunk the Kids",130724172.0,130724172.0,97523,1989,3,1950,0.0,Beschdel test passed
Ghostbusters II,112494738.0,112494738.0,97428,1989,2,1842,0.0,Female character's dialogue is about boys
Driving Miss Daisy,106593296.0,106593296.0,97239,1989,3,14187,0.0,Beschdel test passed
Parenthood,100047830.0,100047830.0,98067,1989,3,20813,0.0,Beschdel test passed
Steel Magnolias,83759091.0,83759091.0,2328749,2012,3,9284,0.0,Beschdel test passed
Steel Magnolias,83759091.0,83759091.0,98384,1989,3,851,0.0,Beschdel test passed
Born on the Fourth of July,70001698.0,70001698.0,96969,1989,3,10402,0.0,Beschdel test passed
Field of Dreams,64431625.0,64431625.0,97351,1989,2,14220,0.0,Female character's dialogue is about boys
Sea of Love,58571513.0,58571513.0,98273,1989,0,21092,0.0,Less than 2 named female characters
Star Trek V: The Final Frontier,52210049.0,52210049.0,98382,1989,1,1281,0.0,Female characters have no dialogue
Major League,49797148.0,49797148.0,97815,1989,1,6342,0.0,Female characters have no dialogue
Fletch Lives,35150960.0,35150960.0,97366,1989,1,2336,0.0,Female characters have no dialogue
Licence to Kill,34667388.0,34667015.0,97742,1989,2,7766,0.0,Female character's dialogue is about boys
Road House,30050265.0,30050028.0,98206,1989,1,205,0.0,Female characters have no dialogue
Do the Right Thing,27545445.0,27545445.0,97216,1989,2,12872,0.0,Female character's dialogue is about boys
All Dogs Go to Heaven,27100027.0,27100027.0,96787,1989,3,3762,0.0,Beschdel test passed
Glory,26828365.0,26828365.0,97441,1989,0,13721,0.0,Less than 2 named female characters
"Sex, Lies, and Videotape",24742089.0,24741667.0,98724,1989,2,2775,1.0,Dubious
Cousins,22026369.0,22026369.0,10483044,2021,3,18936,0.0,Beschdel test passed
Casualties of War,18671317.0,18671317.0,97027,1989,0,21156,0.0,Less than 2 named female characters
Crimes and Misdemeanors,18254702.0,18254702.0,97123,1989,3,3929,0.0,Beschdel test passed
Leviathan,15704614.0,15704614.0,2802154,2014,3,11352,0.0,Beschdel test passed
Leviathan,15704614.0,15704614.0,97737,1989,3,6654,0.0,Beschdel test passed
She-Devil,15351421.0,15351421.0,98309,1989,3,3666,0.0,Beschdel test passed
My Left Foot,14743391.0,14743391.0,97937,1989,3,14221,1.0,Dubious
Kickboxer,14697005.0,14697005.0,97659,1989,0,18700,0.0,Less than 2 named female characters
Friday the 13th Part VIII: Jason Takes Manhattan,14343976.0,14343976.0,97388,1989,3,13104,0.0,Beschdel test passed
Police Academy 6: City Under Siege,11567217.0,11567217.0,98105,1989,1,311,0.0,Female characters have no dialogue
Henry V,10161099.0,10161099.0,97499,1989,3,3405,0.0,Beschdel test passed
Scandal,8800000.0,8800000.0,42958,1950,3,14018,0.0,Beschdel test passed
Troop Beverly Hills,8508843.0,8508843.0,98519,1989,3,720,0.0,Beschdel test passed
Dead Calm,7825135.0,7825009.0,97162,1989,0,8308,0.0,Less than 2 named female characters
Shag,6957975.0,6957975.0,98300,1989,3,7477,0.0,Beschdel test passed
UHF,6157157.0,6157157.0,98546,1989,1,6921,0.0,Female characters have no dialogue
Shirley Valentine,6056912.0,6056912.0,98319,1989,3,1149,0.0,Beschdel test passed
Millennium,5777099.0,5777099.0,97883,1989,3,14513,0.0,Beschdel test passed
Let It Ride,4973285.0,4973285.0,97731,1989,2,2013,0.0,Female character's dialogue is about boys
Drugstore Cowboy,4729352.0,4729352.0,97240,1989,2,6658,0.0,Female character's dialogue is about boys
Red Scorpion,4192440.0,4192440.0,98180,1988,0,19089,0.0,Less than 2 named female characters
Loverboy,3960327.0,3960327.0,97790,1989,3,13848,1.0,Dubious
Earth Girls Are Easy,3916303.0,3916303.0,97257,1988,2,16449,0.0,Female character's dialogue is about boys
Fat Man and Little Boy,3563162.0,3563162.0,97336,1989,1,518,0.0,Female characters have no dialogue
Farewell to the King,2420917.0,2420917.0,97334,1989,0,18787,0.0,Less than 2 named female characters
Babar: The Movie,1305187.0,1305187.0,96869,1989,3,16650,0.0,Beschdel test passed
Heathers,1108731.0,1108462.0,97493,1988,3,737,0.0,Beschdel test passed
Akira,830239.0,439162.0,94625,1988,1,3136,0.0,Female characters have no dialogue
"Distant Voices, Still Lives",688329.0,688329.0,95037,1988,3,4562,0.0,Beschdel test passed
Wuthering Heights,624643.0,624643.0,1181614,2011,2,5091,0.0,Female character's dialogue is about boys
Wuthering Heights,624643.0,624643.0,32145,1939,2,1340,0.0,Female character's dialogue is about boys
Rain Man,172835580.0,172825435.0,95953,1988,1,5686,0.0,Female characters have no dialogue
Big,114968896.0,114968774.0,94737,1988,1,9754,0.0,Female characters have no dialogue
Twins,111938388.0,111938388.0,96320,1988,3,301,0.0,Beschdel test passed
Crocodile Dundee II,109306210.0,109306210.0,92493,1988,2,20793,0.0,Female character's dialogue is about boys
Die Hard,83052633.0,83008852.0,95016,1988,3,402,0.0,Beschdel test passed
Cocktail,78222753.0,78222753.0,2168910,2012,3,6195,0.0,Beschdel test passed
Working Girl,63779477.0,63779477.0,96463,1988,3,1115,0.0,Beschdel test passed
A Fish Called Wanda,62493712.0,62493712.0,95159,1988,3,2532,0.0,Beschdel test passed
Scrooged,60328558.0,60328558.0,96061,1988,3,9030,0.0,Beschdel test passed
Willow,57269863.0,57269863.0,10278918,2022,3,20748,0.0,Beschdel test passed
Willow,57269863.0,57269863.0,96446,1988,3,523,0.0,Beschdel test passed
Beaches,57041866.0,57041866.0,94715,1988,3,3672,0.0,Beschdel test passed
Rambo III,53715611.0,53715611.0,95956,1988,0,18566,0.0,Less than 2 named female characters
Bull Durham,50888729.0,50888729.0,94812,1988,2,17817,1.0,Dubious
A Nightmare on Elm Street 4: The Dream Master,49369899.0,49369899.0,95742,1988,3,11456,0.0,Beschdel test passed
Young Guns,45661556.0,45661556.0,96487,1988,1,8256,0.0,Female characters have no dialogue
Dirty Rotten Scoundrels,42039085.0,42039085.0,95031,1988,1,20123,1.0,Dubious
Big Business,40150487.0,40150487.0,94739,1988,3,3687,0.0,Beschdel test passed
Midnight Run,38413606.0,38413606.0,95631,1988,2,4437,0.0,Female character's dialogue is about boys
Dangerous Liaisons,34670720.0,34670720.0,94947,1988,3,2001,0.0,Beschdel test passed
Alien Nation,25216243.0,25216243.0,94631,1988,1,4213,0.0,Female characters have no dialogue
Gorillas in the Mist,24720479.0,24720479.0,95243,1988,3,17203,0.0,Beschdel test passed
Married to the Mob,21486757.0,21486757.0,95593,1988,3,5840,0.0,Beschdel test passed
Action Jackson,20256975.0,20256975.0,94612,1988,1,4008,0.0,Female characters have no dialogue
Police Academy 5: Assignment: Miami Beach,19510371.0,19510371.0,95882,1988,1,310,0.0,Female characters have no dialogue
Crossing Delancey,16262415.0,16262415.0,94921,1988,3,9035,0.0,Beschdel test passed
Poltergeist III,14114488.0,14114488.0,95889,1988,3,2159,0.0,Beschdel test passed
Stand and Deliver,13994920.0,13994920.0,94027,1988,1,20020,0.0,Female characters have no dialogue
My Stepmother Is an Alien,13854000.0,13854000.0,95687,1988,3,8610,0.0,Beschdel test passed
They Live,13447978.0,13447978.0,96256,1988,0,1400,0.0,Less than 2 named female characters
Mystic Pizza,12793213.0,12793213.0,95690,1988,3,883,0.0,Beschdel test passed
D.O.A.,12706478.0,12706478.0,42369,1950,1,9805,0.0,Female characters have no dialogue
Hellbound: Hellraiser II,12090735.0,12090735.0,95294,1988,1,9620,0.0,Female characters have no dialogue
Bloodsport,11806119.0,11806119.0,92675,1988,1,1216,0.0,Female characters have no dialogue
Caddyshack II,11798302.0,11798302.0,94824,1988,3,10387,0.0,Beschdel test passed
Satisfaction,8253123.0,8253123.0,96037,1988,3,3663,0.0,Beschdel test passed
Dead Ringers,8038508.0,8038508.0,94964,1988,2,8435,0.0,Female character's dialogue is about boys
Women on the Verge of a Nervous Breakdown,7179298.0,7179298.0,95675,1988,3,3524,0.0,Beschdel test passed
Elvira: Mistress of the Dark,5596267.0,5596267.0,95088,1988,3,18982,0.0,Beschdel test passed
Heartbreak Hotel,5509417.0,5509417.0,785002,2006,1,18130,0.0,Female characters have no dialogue
Torch Song Trilogy,4868450.0,4865997.0,96289,1988,1,4814,0.0,Female characters have no dialogue
Feds,3838793.0,3838793.0,95145,1988,3,3996,0.0,Beschdel test passed
Bagdad Cafe,3587303.0,3587303.0,95801,1987,3,3104,0.0,Beschdel test passed
Pumpkinhead,3385516.0,3385516.0,95925,1988,3,13936,1.0,Dubious
Wings of Desire,3230386.0,3210139.0,93191,1987,0,3135,0.0,Less than 2 named female characters
Vibes,1883811.0,1883811.0,96378,1988,1,18709,0.0,Female characters have no dialogue
Lady in White,1705139.0,1705139.0,95484,1988,1,16668,0.0,Female characters have no dialogue
Another Woman,1562749.0,1562749.0,94663,1988,3,9904,0.0,Beschdel test passed
Two Moon Junction,1547397.0,1547397.0,96324,1988,3,8347,0.0,Beschdel test passed
And God Created Woman,717376.0,717376.0,92559,1988,3,21255,0.0,Beschdel test passed
Maniac Cop,671382.0,671382.0,95583,1988,3,640,0.0,Beschdel test passed
Fatal Attraction,156645756.0,156645693.0,93010,1987,3,8547,1.0,Dubious
Beverly Hills Cop II,153665036.0,153665036.0,92644,1987,1,2365,0.0,Female characters have no dialogue
Moonstruck,80641316.0,80640528.0,93565,1987,3,4133,0.0,Beschdel test passed
Lethal Weapon,65207187.0,65207127.0,93409,1987,1,1164,0.0,Female characters have no dialogue
Predator,59739418.0,59735548.0,93773,1987,0,2565,0.0,Less than 2 named female characters
Throw Momma from the Train,57915972.0,57915972.0,94142,1987,1,18890,0.0,Female characters have no dialogue
Dragnet,57387516.0,57387516.0,92925,1987,3,8333,1.0,Dubious
Outrageous Fortune,52864741.0,52864741.0,93690,1987,3,7371,0.0,Beschdel test passed
Broadcast News,51249404.0,51249404.0,92699,1987,3,9728,0.0,Beschdel test passed
Full Metal Jacket,46360743.0,46357676.0,93058,1987,0,499,0.0,Less than 2 named female characters
A Nightmare on Elm Street 3: Dream Warriors,44793222.0,44793222.0,93629,1987,3,10866,0.0,Beschdel test passed
Mannequin,42721196.0,42721196.0,93493,1987,1,20895,0.0,Female characters have no dialogue
Spaceballs,38119483.0,38119483.0,94012,1987,3,1123,1.0,Dubious
No Way Out,35509515.0,35509515.0,93640,1987,1,19215,0.0,Female characters have no dialogue
No Way Out,35509515.0,35509515.0,42792,1950,3,9581,0.0,Beschdel test passed
Adventures in Babysitting,34368475.0,34368475.0,92513,1987,3,14658,0.0,Beschdel test passed
Adventures in Babysitting,34368475.0,34368475.0,4456850,2016,3,13942,0.0,Beschdel test passed
Superman IV: The Quest for Peace,30281020.0,15681020.0,94074,1987,3,7569,0.0,Beschdel test passed
Police Academy 4: Citizens on Patrol,28061343.0,28061343.0,93756,1987,1,309,0.0,Female characters have no dialogue
Baby Boom,26712476.0,26712476.0,92605,1987,3,3749,0.0,Beschdel test passed
Raising Arizona,22847564.0,22847564.0,93822,1987,3,5990,0.0,Beschdel test passed
Empire of the Sun,22238696.0,22238696.0,92965,1987,1,9873,0.0,Female characters have no dialogue
Jaws: The Revenge,20763013.0,20763013.0,93300,1987,3,13611,0.0,Beschdel test passed
Masters of the Universe,17336683.0,17336370.0,93507,1987,3,18817,0.0,Beschdel test passed
Angel Heart,17185632.0,17185632.0,92563,1987,1,3637,0.0,Female characters have no dialogue
Flowers in the Attic,15151736.0,15151736.0,3074694,2014,3,9623,0.0,Beschdel test passed
Radio Days,14792779.0,14792779.0,93818,1987,1,3589,0.0,Female characters have no dialogue
Hellraiser,14564027.0,14564027.0,93177,1987,3,5879,0.0,Beschdel test passed
Prince of Darkness,14182492.0,14182492.0,93777,1987,3,5931,0.0,Beschdel test passed
Creepshow 2,14000000.0,14000000.0,92796,1987,3,13396,1.0,Dubious
Fatal Beauty,12046526.0,12046526.0,93011,1987,2,4079,0.0,Female character's dialogue is about boys
Light of Day,10489617.0,10489617.0,93415,1987,3,8736,0.0,Beschdel test passed
Hope and Glory,10021120.0,10021120.0,93209,1987,3,13818,0.0,Beschdel test passed
My Life as a Dog,8345266.0,8345266.0,89606,1985,1,20560,0.0,Female characters have no dialogue
House II: The Second Story,7800000.0,7800000.0,93220,1987,3,10447,0.0,Beschdel test passed
Evil Dead II,5924743.0,5923044.0,92991,1987,3,6630,1.0,Dubious
My Demon Lover,3922273.0,3922273.0,93589,1987,2,18165,0.0,Female character's dialogue is about boys
House of Games,2585639.0,2585639.0,93223,1987,3,2713,0.0,Beschdel test passed
Maurice,2439061.0,2438304.0,93512,1987,2,3977,0.0,Female character's dialogue is about boys
Swimming to Cambodia,1092911.0,1092911.0,94089,1987,0,9078,0.0,Less than 2 named female characters
84 Charing Cross Road,1083486.0,1083486.0,90570,1987,3,2519,0.0,Beschdel test passed
Housekeeping,1083282.0,1083282.0,93225,1987,3,1249,0.0,Beschdel test passed
Waiting for the Moon,751555.0,751555.0,94286,1987,3,10934,0.0,Beschdel test passed
Amazon Women on the Moon,548696.0,548696.0,92546,1987,2,19024,0.0,Female character's dialogue is about boys
September,486434.0,486434.0,93940,1987,3,2045,0.0,Beschdel test passed
Top Gun,176913085.0,176781728.0,92099,1986,2,2136,0.0,Female character's dialogue is about boys
Crocodile Dundee,174803506.0,174803506.0,90555,1986,3,5940,1.0,Dubious
Platoon,138545632.0,138530565.0,91763,1986,0,5838,0.0,Less than 2 named female characters
Back to School,91258000.0,91258000.0,90685,1986,1,8271,0.0,Female characters have no dialogue
Ruthless People,71624879.0,71624879.0,91877,1986,3,8325,0.0,Beschdel test passed
Cobra,49042224.0,49042224.0,90859,1986,1,18567,0.0,Female characters have no dialogue
An American Tail,47483002.0,47483002.0,90633,1986,3,3669,1.0,Dubious
Police Academy 3: Back in Training,43579163.0,43579163.0,91777,1986,1,307,0.0,Female characters have no dialogue
Peggy Sue Got Married,41382841.0,41382841.0,91738,1986,3,2782,0.0,Beschdel test passed
Short Circuit,40697761.0,40697761.0,91949,1986,3,1,0.0,Beschdel test passed
Pretty in Pink,40471663.0,40471663.0,91790,1986,3,7636,0.0,Beschdel test passed
Little Shop of Horrors,38749633.0,38748395.0,91419,1986,1,2767,0.0,Female characters have no dialogue
Hannah and Her Sisters,35392203.0,35392203.0,91167,1986,3,1042,0.0,Beschdel test passed
Children of a Lesser God,31853080.0,31853080.0,90830,1986,3,13687,0.0,Beschdel test passed
Hoosiers,28607524.0,28607524.0,91217,1986,1,21175,0.0,Female characters have no dialogue
