title,year,bt_score,dubious,imdbid,tmdbId,budget,id,popularity,revenue,Category,castMale,castFemale,castUnknown,CrewMale,CrewFemale,CrewUnknown,genre
"Walk, The",2015,1,1,3488710,285783,35000000.0,285783,9.425787,61181942.0,Dubious,36.0,24.0,5.0,23.0,20.0,4.0,"Adventure, Drama, Thriller"
Spectre,2015,1,0,2379713,206647,245000000.0,206647,24.926577,880674609.0,Two named female character have no dialogue,24.0,56.0,3.0,82.0,60.0,13.0,"Action, Adventure, Crime"
"Ridiculous 6, The",2015,2,0,2479478,347969,60000000.0,347969,6.287086,0.0,Two named female character talk only about boys,30.0,33.0,5.0,2.0,12.0,0.0,"Comedy, Western"
"Murder Pact, The",2015,3,0,4298966,343426,0.0,343426,0.355751,0.0,Beschdel test passed!,4.0,7.0,0.0,1.0,1.0,0.0,Thriller
AfterDeath,2015,3,0,2710826,214256,0.0,214256,2.503486,0.0,Beschdel test passed!,2.0,2.0,1.0,10.0,8.0,2.0,"Horror, Mystery, Thriller"
Schneider vs. Bax,2015,2,0,3430416,333555,3000000.0,333555,2.076154,0.0,Two named female character talk only about boys,8.0,7.0,0.0,0.0,2.0,0.0,"Comedy, Thriller"
"Peanuts Movie, The",2015,3,0,2452042,227973,99000000.0,227973,12.338346,246233113.0,Beschdel test passed!,6.0,6.0,2.0,8.0,7.0,1.0,Animation
Brooklyn,2015,3,0,2381111,167073,11000000.0,167073,7.991613,62076141.0,Beschdel test passed!,25.0,18.0,3.0,34.0,32.0,6.0,"Drama, Romance"
Victor Frankenstein,2015,0,0,1976009,228066,40000000.0,228066,9.447808,34227298.0,Two named female character not present,4.0,12.0,0.0,52.0,28.0,3.0,"Drama, Science Fiction, Thriller"
"Good Dinosaur, The",2015,3,0,1979388,105864,175000000.0,105864,12.319595,331926147.0,Beschdel test passed!,8.0,10.0,1.0,2.0,9.0,0.0,"Adventure, Animation, Family"
"Hunger Games: Mockingjay - Part 2, The",2015,3,0,1951266,131634,160000000.0,131634,26.628178,653428261.0,Beschdel test passed!,26.0,23.0,2.0,59.0,53.0,4.0,"Action, Adventure, Science Fiction"
Carol,2015,3,0,2402927,258480,11800000.0,258480,8.364201,40272135.0,Beschdel test passed!,27.0,14.0,2.0,19.0,14.0,1.0,"Romance, Drama"
Trumbo,2015,3,1,3203606,294016,15000000.0,294016,7.358726,8235661.0,Dubious,4.0,17.0,0.0,8.0,9.0,1.0,Drama
"Dressmaker, The",2015,3,1,2910904,298382,11930000.0,298382,7.95686,18340000.0,Dubious,9.0,7.0,0.0,17.0,20.0,2.0,Drama
"Revenant, The",2015,0,0,1663202,281957,135000000.0,281957,23.501228,532950503.0,Two named female character not present,7.0,12.0,0.0,66.0,52.0,6.0,"Western, Drama, Adventure, Thriller"
Blackhat,2015,1,0,2717822,201088,70000000.0,201088,14.932368,17752940.0,Two named female character have no dialogue,6.0,12.0,1.0,26.0,23.0,5.0,"Crime, Drama, Mystery"
Angry Indian Goddesses,2015,3,0,3368222,358893,0.0,358893,1.147328,0.0,Beschdel test passed!,4.0,4.0,4.0,1.0,3.0,6.0,"Drama, Comedy"
Room,2015,3,0,3170832,264644,6000000.0,264644,12.443291,35401758.0,Beschdel test passed!,9.0,15.0,0.0,12.0,10.0,2.0,"Drama, Thriller"
Feeheld,2015,3,0,1658801,306745,7000000.0,306745,4.955317,573335.0,Beschdel test passed!,12.0,16.0,1.0,1.0,3.0,0.0,"Romance, Drama"
Creed,2015,2,1,3076658,312221,37000000.0,312221,33.449723,173567581.0,Dubious,42.0,29.0,3.0,39.0,31.0,1.0,Drama
In the Heart of the Sea,2015,1,0,1390411,205775,100000000.0,205775,11.696923,93820758.0,Two named female character have no dialogue,9.0,16.0,1.0,61.0,40.0,9.0,"Thriller, Drama, Adventure, Action, History"
"Hollow, The",2015,3,0,4472596,361042,2000000.0,361042,2.410183,0.0,Beschdel test passed!,5.0,8.0,0.0,1.0,3.0,0.0,"Horror, TV Movie"
Love the Coopers,2015,3,0,2279339,333348,17000000.0,333348,5.660649,42426912.0,Beschdel test passed!,6.0,9.0,0.0,1.0,2.0,0.0,"Comedy, Family"
Vacation,2015,3,0,1524930,296099,31000000.0,296099,11.33038,104384188.0,Beschdel test passed!,16.0,26.0,3.0,13.0,24.0,2.0,Comedy
Krampus,2015,3,0,3850590,287903,15000000.0,287903,15.553313,61548707.0,Beschdel test passed!,10.0,10.0,1.0,45.0,16.0,1.0,"Horror, Comedy, Fantasy"
Sisters,2015,3,0,1850457,266294,30000000.0,266294,13.799419,105011053.0,Beschdel test passed!,19.0,15.0,0.0,7.0,10.0,0.0,Comedy
Star Wars: The Force Awakens,2015,3,0,2488496,140607,245000000.0,140607,31.626013,2068223624.0,Beschdel test passed!,29.0,50.0,5.0,56.0,54.0,3.0,"Action, Adventure, Science Fiction, Fantasy"
Pan,2015,1,0,3332064,266647,150000000.0,266647,11.30428,128388320.0,Two named female character have no dialogue,8.0,10.0,1.0,7.0,14.0,1.0,"Adventure, Family, Fantasy"
By the Sea,2015,3,0,3707106,314385,10000000.0,314385,12.61223,3727746.0,Beschdel test passed!,11.0,8.0,1.0,24.0,23.0,4.0,"Drama, Romance"
Hidden,2015,3,0,2131532,360784,0.0,360784,8.644392,0.0,Beschdel test passed!,3.0,2.0,0.0,6.0,12.0,1.0,"Thriller, Horror"
"Lobster, The",2015,3,1,3464902,254320,4000000.0,254320,11.223033,15656193.0,Dubious,13.0,8.0,1.0,22.0,18.0,6.0,"Thriller, Comedy, Drama, Romance, Science Fiction"
Mistres America,2015,3,0,2872462,309245,0.0,309245,6.969947,2500431.0,Beschdel test passed!,12.0,4.0,0.0,13.0,8.0,0.0,Comedy
"Hateful Eight, The",2015,3,1,3460252,273248,44000000.0,273248,20.328822,155760117.0,Dubious,8.0,10.0,0.0,40.0,36.0,1.0,"Crime, Drama, Mystery, Western"
Point Break,2015,0,0,2058673,257088,105000000.0,257088,7.291872,133718711.0,Two named female character not present,3.0,10.0,1.0,80.0,54.0,10.0,"Action, Crime, Thriller"
Concussion,2015,1,0,3322364,321741,35000000.0,321741,7.739783,50363790.0,Two named female character have no dialogue,26.0,41.0,5.0,37.0,29.0,3.0,Drama
Joy,2015,3,0,2446980,274479,60000000.0,274479,12.975936,101134059.0,Beschdel test passed!,36.0,28.0,3.0,43.0,44.0,2.0,"Drama, Comedy"
Macbeth,2015,1,0,2884018,225728,15000000.0,225728,12.493466,12601706.0,Two named female character have no dialogue,17.0,12.0,2.0,38.0,30.0,2.0,"History, Drama, War"
"Intern, The",2015,3,1,2361509,257211,35000000.0,257211,15.651705,194564672.0,Dubious,16.0,9.0,0.0,11.0,12.0,0.0,Comedy
Captive,2015,3,0,3268668,331190,2000000.0,331190,5.396271,2801508.0,Beschdel test passed!,13.0,10.0,0.0,28.0,19.0,1.0,"Crime, Drama, Thriller"
"Big Short, The",2015,1,0,1596363,318846,28000000.0,318846,13.143061,133346506.0,Two named female character have no dialogue,47.0,54.0,2.0,39.0,33.0,3.0,"Comedy, Drama"
Man Up,2015,3,0,3064298,332340,0.0,332340,11.879205,0.0,Beschdel test passed!,12.0,11.0,0.0,14.0,8.0,0.0,"Romance, Comedy"
Daddy&#39;s Home,2015,1,0,1528854,274167,50000000.0,274167,8.009226,242786137.0,Two named female character have no dialogue,8.0,13.0,0.0,7.0,17.0,0.0,Comedy
"Danish Girl, The",2015,3,0,810819,306819,15000000.0,306819,11.245661,64191523.0,Beschdel test passed!,13.0,21.0,4.0,15.0,14.0,0.0,Drama
Chi-Raq,2015,3,0,4594834,340275,0.0,340275,12.023704,0.0,Beschdel test passed!,33.0,28.0,10.0,16.0,23.0,5.0,"Music, Drama, Crime, Comedy"
Mythica: The Darkspore,2015,3,0,3478232,347096,0.0,347096,4.680888,0.0,Beschdel test passed!,2.0,4.0,0.0,6.0,10.0,2.0,"Action, Adventure, Fantasy"
This changes everything,2015,3,1,1870548,355389,0.0,355389,0.142052,0.0,Dubious,9.0,6.0,0.0,5.0,0.0,0.0,Documentary
After the Ball,2015,3,0,3717016,309924,0.0,309924,4.257785,161820.0,Beschdel test passed!,19.0,12.0,0.0,16.0,9.0,0.0,Comedy
Legend,2015,3,1,3569230,276907,25000000.0,276907,11.187833,42972994.0,Dubious,13.0,27.0,0.0,23.0,23.0,3.0,"Crime, Thriller"
Bill,2015,2,0,2978576,338913,0.0,338913,1.400383,0.0,Two named female character talk only about boys,4.0,6.0,0.0,2.0,2.0,0.0,"Comedy, Family"
Anamolisa,2015,2,0,2401878,291270,8000000.0,291270,10.428421,5659286.0,Two named female character talk only about boys,1.0,2.0,0.0,31.0,19.0,6.0,"Animation, Comedy, Drama, Romance"
"Transporter Refueled, The",2015,3,1,2938956,287948,25000000.0,287948,11.007319,72629670.0,Dubious,14.0,8.0,5.0,21.0,17.0,4.0,"Thriller, Action, Crime"
Comment c&#39;est loin,2015,1,0,4576612,366564,2023920.0,366564,4.72778,0.0,Two named female character have no dialogue,2.0,2.0,2.0,0.0,0.0,1.0,Comedy
"Last Witch Hunter, The",2015,3,1,1618442,274854,90000000.0,274854,13.412445,146936910.0,Dubious,12.0,9.0,1.0,47.0,41.0,4.0,"Fantasy, Action, Adventure"
Advantageous,2015,3,0,3090670,308457,0.0,308457,3.436595,0.0,Beschdel test passed!,2.0,8.0,2.0,12.0,9.0,2.0,"Science Fiction, Drama, Family"
Uncanny,2015,0,0,2321502,137333,0.0,137333,6.515574,0.0,Two named female character not present,1.0,3.0,0.0,12.0,8.0,1.0,"Drama, Science Fiction, Thriller"
Miss You Already,2015,3,0,2245003,290762,0.0,290762,7.634145,0.0,Beschdel test passed!,10.0,9.0,1.0,2.0,0.0,0.0,"Comedy, Drama, Romance"
Spotlight,2015,1,0,1895587,314365,20000000.0,314365,14.63239,88346473.0,Two named female character have no dialogue,32.0,41.0,1.0,53.0,39.0,6.0,"Drama, Thriller, History"
Youth,2015,1,0,3312830,310593,13360000.0,310593,8.717661,2000000.0,Two named female character have no dialogue,17.0,17.0,0.0,3.0,4.0,0.0,"Comedy, Drama"
L&#39;attesa,2015,3,0,3715122,330348,0.0,330348,2.03853,0.0,Beschdel test passed!,4.0,2.0,0.0,5.0,7.0,0.0,Drama
Queen of Earth,2015,3,0,3993894,300542,0.0,300542,3.634485,0.0,Beschdel test passed!,4.0,1.0,1.0,16.0,8.0,0.0,"Drama, Mystery, Thriller"
Comoara,2015,1,0,4515684,334924,0.0,334924,1.534354,33508.0,Two named female character have no dialogue,4.0,5.0,1.0,4.0,9.0,0.0,Comedy
Slow Learners,2015,3,0,2537390,333287,0.0,333287,1.452617,0.0,Beschdel test passed!,8.0,10.0,0.0,2.0,2.0,0.0,"Romance, Comedy"
Invisible Sister,2015,3,0,4420110,360605,0.0,360605,3.488085,0.0,Beschdel test passed!,6.0,1.0,1.0,3.0,2.0,0.0,"Fantasy, Adventure, Comedy"
Little Big Master,2015,3,0,4319698,332980,0.0,332980,1.320364,0.0,Beschdel test passed!,2.0,8.0,5.0,5.0,1.0,1.0,Drama
"Diary of a Teenage Girl, The",2015,3,0,3172532,250124,2000000.0,250124,14.986654,1477002.0,Beschdel test passed!,13.0,8.0,1.0,16.0,11.0,0.0,"Drama, Romance"
Min lilla syster,2015,3,0,4093680,311770,0.0,311770,3.145054,0.0,Beschdel test passed!,6.0,4.0,0.0,2.0,2.0,0.0,Drama
Meadowland,2015,3,0,3529656,328869,0.0,328869,2.407351,0.0,Beschdel test passed!,4.0,5.0,0.0,4.0,1.0,0.0,Drama
"Meddler, The",2015,3,0,4501454,337154,3200000.0,337154,5.510288,4267218.0,Beschdel test passed!,11.0,17.0,1.0,3.0,5.0,0.0,"Comedy, Drama"
Marguerite,2015,3,0,4428788,352157,0.0,352157,4.391441,497323.0,Beschdel test passed!,9.0,5.0,1.0,8.0,4.0,1.0,Drama
Office,2015,3,0,4392726,343140,0.0,343140,1.618777,0.0,Beschdel test passed!,5.0,4.0,4.0,4.0,0.0,2.0,"Music, Drama"
Throne,2015,3,0,4010918,315439,0.0,315439,1.122048,0.0,Beschdel test passed!,4.0,3.0,2.0,1.0,2.0,1.0,"Drama, History"
"VVitch: A New-England Folktale, The",2015,3,0,4263482,310131,3500000.0,310131,11.840138,40423945.0,Beschdel test passed!,13.0,15.0,4.0,24.0,21.0,2.0,"Mystery, Horror"
Les ogres,2015,3,0,4466872,378446,0.0,378446,0.859031,0.0,Beschdel test passed!,4.0,3.0,0.0,1.0,3.0,0.0,Drama
"Longest Ride, The",2015,3,0,2726560,228205,34000000.0,228205,10.264416,63013281.0,Beschdel test passed!,10.0,7.0,2.0,9.0,17.0,2.0,"Drama, Romance"
Tiger House,2015,3,0,2911674,341077,0.0,341077,4.563906,0.0,Beschdel test passed!,5.0,4.0,0.0,15.0,2.0,2.0,"Action, Crime, Drama, Thriller"
Eye in the Sky,2015,3,0,2057392,333352,13000000.0,333352,10.564701,18704595.0,Beschdel test passed!,11.0,17.0,5.0,26.0,19.0,3.0,"Drama, Thriller, War"
Harbinger Down,2015,3,0,3397918,296130,0.0,296130,3.979592,0.0,Beschdel test passed!,2.0,4.0,1.0,17.0,12.0,3.0,"Science Fiction, Horror"
Anguish,2015,3,0,3620762,347944,0.0,347944,1.57501,0.0,Beschdel test passed!,5.0,2.0,1.0,25.0,15.0,2.0,Horror
Baahubali: The Beginning,2015,1,0,2631186,256040,40000000.0,256040,11.80967,100000000.0,Two named female character have no dialogue,5.0,7.0,4.0,8.0,6.0,14.0,"Action, Adventure, History, War"
Riaru onigokko,2015,3,0,4439120,340176,0.0,340176,2.913197,0.0,Beschdel test passed!,6.0,12.0,5.0,4.0,3.0,3.0,"Horror, Thriller"
Green Room,2015,3,0,4062536,313922,5000000.0,313922,8.4702,3220371.0,Beschdel test passed!,12.0,10.0,3.0,33.0,18.0,3.0,"Horror, Crime, Thriller"
A Country Called Home,2015,3,0,3953626,339079,0.0,339079,2.09366,0.0,Beschdel test passed!,10.0,6.0,0.0,4.0,3.0,0.0,Drama
Family Fang,2015,3,0,2097331,291264,0.0,291264,5.121894,262921.0,Beschdel test passed!,12.0,13.0,1.0,8.0,9.0,0.0,"Comedy, Drama, Mystery"
Everest,2015,2,0,2719848,253412,55000000.0,253412,10.758754,203427584.0,Two named female character talk only about boys,13.0,19.0,4.0,62.0,46.0,5.0,"Adventure, Drama"
"Hello, My Name Is Doris",2015,3,0,3766394,320588,1000000.0,320588,14.992311,14444999.0,Beschdel test passed!,22.0,19.0,4.0,13.0,14.0,0.0,"Comedy, Drama, Romance"
A Perfect Day,2015,2,0,3577624,321751,0.0,321751,9.786662,1702433.0,Two named female character talk only about boys,12.0,5.0,0.0,4.0,5.0,2.0,"Comedy, Drama"
Sunset Song,2015,3,0,2262161,277713,0.0,277713,2.710586,0.0,Beschdel test passed!,8.0,3.0,0.0,23.0,11.0,2.0,Drama
"Wave (B&oslash;lgen), The",2015,3,0,3616916,336882,5904067.0,336882,6.982302,12975143.0,Beschdel test passed!,5.0,7.0,0.0,25.0,20.0,4.0,"Action, Drama, Thriller"
Z for Zachariah,2015,0,0,1598642,193687,0.0,193687,5.30588,121461.0,Two named female character not present,1.0,2.0,0.0,20.0,7.0,3.0,"Drama, Science Fiction, Thriller"
Max,2015,3,0,3369806,272878,20000000.0,272878,7.987747,43967255.0,Beschdel test passed!,17.0,13.0,4.0,7.0,8.0,0.0,"Adventure, Drama, Family"
"Lady in the Van, The",2015,3,0,3722070,328589,6000000.0,328589,5.799373,41387687.0,Beschdel test passed!,15.0,22.0,0.0,0.0,3.0,0.0,"Comedy, Drama"
Experimenter,2015,2,0,3726704,309299,0.0,309299,5.112935,0.0,Two named female character talk only about boys,16.0,20.0,0.0,17.0,13.0,2.0,"Drama, History"
Turbo Kid,2015,1,0,3672742,310135,0.0,310135,16.304654,0.0,Two named female character have no dialogue,27.0,14.0,4.0,10.0,6.0,8.0,"Action, Adventure, Comedy, Science Fiction"
They Call Me Jeeg Robot,2015,1,0,3775086,364433,1900000.0,364433,10.649494,0.0,Two named female character have no dialogue,12.0,5.0,0.0,2.0,8.0,0.0,"Action, Drama, Comedy, Thriller, Science Fiction"
Maggie&#39;s Plan,2015,3,0,3471098,312669,0.0,312669,6.068689,3351735.0,Beschdel test passed!,12.0,8.0,1.0,5.0,3.0,0.0,"Drama, Comedy, Romance"
"Man Who Knew Infinity, The",2015,0,0,787524,353326,0.0,353326,8.445423,11472454.0,Two named female character not present,4.0,10.0,0.0,5.0,1.0,0.0,Drama
Our Little Sister,2015,3,0,3756788,315846,0.0,315846,4.7685,346485.0,Beschdel test passed!,7.0,5.0,1.0,3.0,8.0,3.0,"Drama, Comedy"
Equals,2015,3,0,3289728,301875,16000000.0,301875,19.803969,2084628.0,Beschdel test passed!,6.0,7.0,0.0,15.0,19.0,3.0,"Drama, Romance, Science Fiction"
Demolition,2015,1,0,1172049,303991,10000000.0,303991,6.925667,1978592.0,Two named female character have no dialogue,16.0,13.0,1.0,13.0,19.0,1.0,"Comedy, Drama"
"Visit, The",2015,3,0,3567288,298312,5000000.0,298312,15.021058,98450062.0,Beschdel test passed!,10.0,10.0,2.0,14.0,10.0,2.0,"Horror, Thriller"
"Bronze, The",2015,3,0,3859304,308453,3500000.0,308453,5.353826,615816.0,Beschdel test passed!,8.0,7.0,0.0,3.0,1.0,0.0,"Drama, Comedy"
Jem and the Holograms,2015,3,0,3614530,266639,5000000.0,266639,5.394112,2333684.0,Beschdel test passed!,17.0,13.0,5.0,23.0,28.0,3.0,"Drama, Music, Adventure, Fantasy"
Battle For Sevastopol,2015,3,0,4084744,332270,5000000.0,332270,5.603565,0.0,Beschdel test passed!,29.0,12.0,0.0,9.0,0.0,1.0,"Drama, Romance, War"
Louder Than Bombs,2015,1,0,2217859,157827,11000000.0,157827,12.293202,161789.0,Two named female character have no dialogue,5.0,10.0,0.0,4.0,11.0,2.0,Drama
Survivor,2015,3,0,3247714,334074,20000000.0,334074,15.033568,0.0,Beschdel test passed!,9.0,9.0,2.0,41.0,33.0,1.0,Thriller
45 Years,2015,3,0,3544082,311291,0.0,311291,6.645078,4250507.0,Beschdel test passed!,6.0,5.0,0.0,9.0,7.0,1.0,Drama
"Colony, The",2015,3,0,4005402,318781,14000000.0,318781,10.156891,3621046.0,Beschdel test passed!,22.0,19.0,5.0,31.0,15.0,2.0,"Drama, Romance, History"
La belle saison,2015,3,0,4080768,273153,0.0,273153,4.425995,0.0,Beschdel test passed!,5.0,1.0,0.0,4.0,4.0,0.0,"Comedy, Drama, Romance"
Into the Forest,2015,3,0,2625810,334538,0.0,334538,7.54965,0.0,Beschdel test passed!,4.0,5.0,1.0,16.0,13.0,1.0,"Drama, Science Fiction"
Fourth Man Out,2015,1,0,3978720,342672,0.0,342672,3.843861,0.0,Two named female character have no dialogue,5.0,1.0,0.0,2.0,0.0,0.0,Comedy
Hrutar,2015,1,0,3296658,336222,0.0,336222,3.148711,0.0,Two named female character have no dialogue,13.0,12.0,0.0,11.0,11.0,1.0,Drama
A Royal Night Out,2015,3,1,1837562,300155,0.0,300155,4.060966,228136.0,Dubious,4.0,8.0,0.0,7.0,7.0,1.0,"Thriller, Romance, Drama"
Avril et le monde truque,2015,3,0,3422078,340357,0.0,340357,5.73874,0.0,Beschdel test passed!,4.0,8.0,0.0,6.0,0.0,0.0,"Thriller, Adventure, Animation, Comedy, Fantasy, Science Fiction"
Miles Ahead,2015,0,0,790770,316000,0.0,316000,3.989771,3460466.0,Two named female character not present,6.0,6.0,1.0,8.0,16.0,1.0,"Drama, Music"
Tjuvheder,2015,3,0,4153324,361841,0.0,361841,0.519263,0.0,Beschdel test passed!,2.0,1.0,2.0,5.0,0.0,0.0,"Crime, Drama"
600 millas [600 Miles],2015,0,0,3685622,321666,0.0,321666,3.733787,0.0,Two named female character not present,6.0,4.0,0.0,25.0,2.0,3.0,"Thriller, Drama"
Roald Dahl&#39;s Esio Trot,2015,1,0,3205394,313867,0.0,313867,2.485569,0.0,Two named female character have no dialogue,6.0,10.0,4.0,2.0,1.0,1.0,"Romance, Comedy"
Unexpected,2015,3,0,4145304,306197,0.0,306197,4.135614,0.0,Beschdel test passed!,4.0,3.0,0.0,4.0,5.0,0.0,"Comedy, Drama"
Embers,2015,1,0,3503460,358644,0.0,358644,1.897133,0.0,Two named female character have no dialogue,8.0,8.0,1.0,1.0,2.0,0.0,"Drama, Science Fiction"
Evolution,2015,0,0,4291590,330770,0.0,330770,3.191394,0.0,Two named female character not present,5.0,1.0,1.0,10.0,6.0,3.0,"Mystery, Drama, Horror"
"Girl King, The",2015,3,0,1254322,329829,0.0,329829,9.227292,0.0,Beschdel test passed!,6.0,11.0,0.0,24.0,19.0,5.0,"Drama, History, Romance"
"33, The",2015,3,1,2006295,293646,25000000.0,293646,8.383246,24902723.0,Dubious,11.0,13.0,2.0,16.0,9.0,1.0,"Drama, History"
Parched,2015,3,0,3043252,352205,2700000.0,352205,3.322681,0.0,Beschdel test passed!,4.0,5.0,5.0,1.0,6.0,4.0,Drama
Dragon Ball Z: Resurrection &#39;F&#39;,2015,1,0,3819668,303857,5000000.0,303857,11.350372,61768190.0,Two named female character have no dialogue,2.0,9.0,0.0,2.0,1.0,0.0,"Action, Adventure, Animation, Fantasy"
Nil Battey Sannata,2015,3,0,5005684,361249,0.0,361249,0.625451,0.0,Beschdel test passed!,2.0,0.0,2.0,4.0,0.0,4.0,Drama
Sweet Bean,2015,3,0,4298958,319373,0.0,319373,4.419952,124518.0,Beschdel test passed!,3.0,2.0,1.0,5.0,1.0,2.0,Drama
Long Way North,2015,1,0,2262345,345775,0.0,345775,2.528348,0.0,Two named female character have no dialogue,4.0,3.0,0.0,13.0,6.0,3.0,"Adventure, Animation"
Full Out,2015,3,0,3977462,298582,1500000.0,298582,2.607667,0.0,Beschdel test passed!,6.0,6.0,0.0,5.0,1.0,0.0,"History, Drama, Family"
"Milyy Khans, dorogoy Pyotr",2015,1,0,3817188,352720,3500000.0,352720,0.117871,0.0,Two named female character have no dialogue,3.0,4.0,0.0,10.0,2.0,1.0,"Romance, Drama, War"
Already Tomorrow in Hong Kong,2015,2,0,3700804,339148,0.0,339148,2.326132,0.0,Two named female character talk only about boys,1.0,5.0,0.0,0.0,2.0,0.0,"Romance, Comedy"
Lavalantula,2015,3,0,4060576,294562,0.0,294562,6.901559,0.0,Beschdel test passed!,9.0,16.0,1.0,19.0,18.0,3.0,"Horror, Science Fiction, Thriller"
Eaters,2015,1,0,2109127,362373,0.0,362373,2.510095,0.0,Two named female character have no dialogue,2.0,2.0,0.0,2.0,0.0,0.0,"Horror, Thriller"
Boi Neon,2015,3,0,4899406,314029,1500000.0,314029,1.720755,0.0,Beschdel test passed!,2.0,3.0,2.0,14.0,11.0,4.0,Drama
London Spy,2015,1,0,4108134,370722,0.0,370722,1.1196,0.0,Two named female character have no dialogue,9.0,9.0,0.0,2.0,3.0,1.0,"Romance, Crime, Drama, Mystery, Thriller"
Ava&#39;s Possession,2015,3,1,3727982,323665,0.0,323665,2.769526,0.0,Dubious,7.0,8.0,0.0,6.0,1.0,0.0,"Mystery, Thriller, Horror, Science Fiction"
Birigyaru,2015,3,0,4195368,349498,0.0,349498,1.892599,0.0,Beschdel test passed!,4.0,4.0,0.0,3.0,0.0,2.0,"Comedy, Drama"
Fathers &amp; Daughters,2015,3,0,2582502,254172,2240000.0,254172,6.758038,0.0,Beschdel test passed!,19.0,11.0,0.0,10.0,7.0,1.0,Drama
Girls Lost,2015,3,0,4425152,356218,0.0,356218,1.423612,0.0,Beschdel test passed!,3.0,1.0,4.0,1.0,5.0,2.0,Drama
Intruders,2015,3,0,4009278,333674,0.0,333674,5.428567,0.0,Beschdel test passed!,4.0,3.0,0.0,24.0,12.0,5.0,"Drama, Thriller, Horror"
Synchronicity,2015,2,0,2049543,347945,0.0,347945,7.37661,4505.0,Two named female character talk only about boys,5.0,6.0,0.0,13.0,12.0,2.0,"Thriller, Mystery, Science Fiction"
Sleeping with Other People,2015,3,0,3165612,288036,0.0,288036,8.844452,3214116.0,Beschdel test passed!,10.0,5.0,0.0,14.0,12.0,4.0,Comedy
Life,2015,3,1,2948840,300153,12000000.0,300153,11.256619,0.0,Dubious,10.0,13.0,0.0,4.0,2.0,0.0,Drama
Beasts of No Nation,2015,0,0,1365050,283587,6000000.0,283587,11.732546,9077700.0,Two named female character not present,5.0,13.0,1.0,7.0,14.0,2.0,"Drama, War"
Emelie,2015,3,0,4503598,329010,0.0,329010,5.543789,0.0,Beschdel test passed!,6.0,3.0,0.0,9.0,12.0,0.0,Thriller
Burn Burn Burn,2015,3,0,3627488,359870,0.0,359870,0.954408,0.0,Beschdel test passed!,13.0,9.0,0.0,1.0,1.0,0.0,"Drama, Comedy"
Phoenix Incident,2015,1,0,4341532,321039,1300000.0,321039,1.352518,0.0,Two named female character have no dialogue,10.0,12.0,0.0,14.0,6.0,2.0,"Horror, Thriller, Science Fiction"
"Stanford Prison Experiment, The",2015,1,0,420293,308032,0.0,308032,4.833182,643557.0,Two named female character have no dialogue,5.0,18.0,0.0,2.0,2.0,0.0,"Thriller, Drama"
Hot Pursuit,2015,2,1,2967224,268920,35000000.0,268920,6.90658,51680201.0,Dubious,80.0,27.0,7.0,11.0,7.0,0.0,"Action, Comedy, Crime"
"Blackcoat&#39;s Daughter, The",2015,3,0,3286052,334536,0.0,334536,4.950329,19980.0,Beschdel test passed!,24.0,4.0,0.0,34.0,28.0,4.0,"Horror, Thriller"
Maryland,2015,0,0,4085084,329815,0.0,329815,4.165542,39687.0,Two named female character not present,8.0,7.0,2.0,14.0,12.0,2.0,"Drama, Thriller"
Unfinished Business,2015,2,0,2358925,239573,35000000.0,239573,10.24952,14431253.0,Two named female character talk only about boys,5.0,11.0,0.0,2.0,3.0,0.0,Comedy
Scouts Guide to the Zombie Apocalypse,2015,1,0,1727776,273477,15000000.0,273477,20.683405,14860766.0,Two named female character have no dialogue,9.0,8.0,0.0,5.0,12.0,0.0,"Comedy, Horror"
"Gift, The",2015,3,0,4178092,328425,5000000.0,328425,8.585856,58978653.0,Beschdel test passed!,9.0,9.0,1.0,21.0,21.0,2.0,"Thriller, Mystery"
Hitman: Agent 47,2015,0,0,2679042,249070,35000000.0,249070,10.721799,81967450.0,Two named female character not present,27.0,21.0,2.0,36.0,19.0,4.0,"Action, Crime, Thriller"
Sharknado 3: Oh Hell No!,2015,3,0,3899796,331446,0.0,331446,4.354938,0.0,Beschdel test passed!,19.0,25.0,3.0,5.0,11.0,1.0,"TV Movie, Horror, Science Fiction"
Mojave,2015,1,0,2322517,237584,0.0,237584,4.393887,0.0,Two named female character have no dialogue,14.0,17.0,1.0,18.0,18.0,4.0,Thriller
Alvin and the Chipmunks: The Road Chip,2015,1,0,2974918,258509,0.0,258509,14.307672,233755553.0,Two named female character have no dialogue,14.0,9.0,4.0,4.0,8.0,0.0,"Adventure, Animation, Comedy, Family"
High Rise,2015,2,1,462335,254302,0.0,254302,18.947206,346472.0,Dubious,24.0,19.0,1.0,7.0,14.0,2.0,Drama
Shisha no teikoku (Empire of Corpses),2015,1,0,4235644,342588,0.0,342588,0.933088,0.0,Two named female character have no dialogue,4.0,3.0,1.0,4.0,0.0,3.0,"Animation, Mystery, Horror, Science Fiction"
Atrapa la bandera [Capture the Flag],2015,1,0,3896100,300602,14000000.0,300602,6.345679,8306690.0,Two named female character have no dialogue,3.0,1.0,0.0,4.0,0.0,0.0,"Comedy, Animation, Adventure"
Absolutely Anything,2015,3,0,1727770,86828,0.0,86828,14.998954,7200039.0,Beschdel test passed!,5.0,18.0,0.0,2.0,6.0,0.0,"Comedy, Science Fiction"
