title,year,bt_score,dubious,imdbid,tmdbId,budget,id,popularity,revenue,Category,castMale,castFemale,castUnknown,CrewMale,CrewFemale,CrewUnknown,genre
Sallie Gardner at a Gallop,1878,0,0,2221420,194079,0.0,194079,0.327841,0.0,Two named female character not present,2.0,0.0,0.0,1.0,0.0,2.0,Documentary
Accordion Player,1888,0,0,1758563,96882,0.0,96882,0.212768,0.0,Two named female character not present,1.0,0.0,0.0,0.0,1.0,0.0,Documentary
"Monkeyshines, No. 1",1890,0,0,361921,32571,0.0,32571,1.163672,0.0,Two named female character not present,1.0,0.0,0.0,5.0,0.0,0.0,Comedy
Dickson Greeting,1891,0,0,241373,33229,0.0,33229,1.041504,0.0,Two named female character not present,1.0,0.0,0.0,3.0,0.0,0.0,Documentary
Je vous aime,1891,0,0,3201916,336380,0.0,336380,0.212894,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,1.0,Documentary
Blacksmith Scene,1893,0,0,5,16624,0.0,16624,1.061591,0.0,Two named female character not present,2.0,0.0,0.0,2.0,0.0,0.0,Drama
Buffalo Dance,1894,0,0,309402,155107,0.0,155107,0.205698,0.0,Two named female character not present,3.0,0.0,0.0,2.0,0.0,0.0,Documentary
Carmencita,1894,0,0,1,16612,0.0,16612,1.273072,0.0,Two named female character not present,0.0,1.0,0.0,2.0,0.0,0.0,Documentary
Edison Kinetoscopic Record of a Sneeze,1894,0,0,8,105158,0.0,105158,0.312246,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,Documentary
"Luis Martinetti, Contortionist",1894,0,0,277115,189054,0.0,189054,0.160054,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,Documentary
Tables Turned on the Gardener,1895,0,0,14,82120,0.0,82120,1.963421,0.0,Two named female character not present,2.0,0.0,0.0,3.0,0.0,0.0,Comedy
"Execution of Mary, Queen of Scots, The",1895,0,0,132134,34372,0.0,34372,0.938418,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,History
Annabelle Serpentine Dance,1895,0,0,154152,144410,0.0,144410,1.58434,0.0,Two named female character not present,0.0,1.0,0.0,2.0,0.0,0.0,Documentary
Baby&#39;s Dinner,1895,1,1,29,122134,0.0,122134,1.402404,0.0,Dubious,1.0,2.0,0.0,2.0,0.0,0.0,Documentary
"House of the Devil, The",1896,0,0,91,133063,0.0,133063,1.53747,0.0,Two named female character not present,1.0,1.0,0.0,4.0,0.0,0.0,"Fantasy, Horror"
Une nuit terrible,1896,0,0,131,104462,0.0,104462,1.017971,0.0,Two named female character not present,1.0,0.0,0.0,5.0,0.0,0.0,"Comedy, Horror"
"Arrival of a Train, The",1896,0,0,12,160,0.0,160,5.256608,0.0,Two named female character not present,0.0,1.0,0.0,3.0,0.0,0.0,Documentary
Four Heads Are Better Than One,1898,0,0,135696,49296,0.0,49296,0.966366,0.0,Two named female character not present,1.0,0.0,0.0,3.0,0.0,0.0,"Comedy, Fantasy"
"Astronomer&#39;s Dream; or, The Man in the Moon, The",1898,0,0,211,104700,0.0,104700,0.229221,0.0,Two named female character not present,1.0,1.0,0.0,6.0,0.0,0.0,Fantasy
"Temptation of St. Anthony, The",1898,0,0,224240,104702,0.0,104702,0.493693,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,Fantasy
A Turn of the Century Illusionist,1899,0,0,246,49295,0.0,49295,0.594163,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,Comedy
Cinderella,1899,3,0,230,114108,0.0,114108,1.301063,0.0,Beschdel test passed!,2.0,1.0,3.0,1.0,1.0,0.0,"Fantasy, Horror, Science Fiction, Family"
Grandma&#39;s Reading Glass,1900,0,0,304,179236,0.0,179236,0.471404,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,Drama
"One-Man Band, The",1900,0,0,135453,49280,0.0,49280,1.109068,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,"Fantasy, Action, Thriller"
Let Me Dream Again,1900,0,0,313,179235,0.0,179235,0.462651,0.0,Two named female character not present,1.0,1.0,0.0,1.0,0.0,0.0,"Romance, Comedy"
L&#39;homme a la tete en caoutchouc,1901,0,0,359,49279,0.0,49279,1.618458,0.0,Two named female character not present,1.0,0.0,0.0,3.0,0.0,0.0,"Comedy, Fantasy, Science Fiction"
Bluebeard,1901,0,0,131934,49275,0.0,49275,0.680448,0.0,Two named female character not present,2.0,1.0,0.0,1.0,1.0,0.0,"Drama, Horror, Fantasy"
Le voyage dans la lune,1902,0,0,417,775,5985.0,775,6.321801,0.0,Two named female character not present,4.0,3.0,4.0,8.0,3.0,1.0,"Adventure, Fantasy, Science Fiction"
"Great Train Robbery, The",1903,0,0,439,5698,150.0,5698,4.248169,0.0,Two named female character not present,7.0,6.0,2.0,2.0,4.0,2.0,"Action, Adventure, Western"
"Infernal Boiling Pot, The",1903,0,0,135180,16465,0.0,16465,0.262724,0.0,Two named female character not present,1.0,0.0,0.0,2.0,0.0,0.0,"Fantasy, Horror"
"Music Lover, The",1903,0,0,455,49273,0.0,49273,1.046782,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,"Comedy, Music"
"Monster, The",1903,0,0,223755,44449,0.0,44449,0.208779,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,"Fantasy, Horror"
"Living Playing Cards, The",1904,0,0,135179,44333,0.0,44333,0.208349,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,Fantasy
Le voyage a travers l&#39;impossible,1904,0,0,499,2963,7500.0,2963,1.529176,0.0,Two named female character not present,1.0,3.0,0.0,5.0,1.0,0.0,"Adventure, Comedy, Fantasy, Science Fiction"
"Black Imp, The",1905,0,0,215575,44342,0.0,44342,0.472362,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,"Fantasy, Comedy"
"Story of the Kelly Gang, The",1906,1,0,574,20105,0.0,20105,0.290549,0.0,Two named female character have no dialogue,1.0,1.0,0.0,4.0,0.0,1.0,"History, Action, Drama, Crime"
Humorous Phases of Funny Faces,1906,0,0,554,134750,0.0,134750,0.664213,0.0,Two named female character not present,0.0,0.0,1.0,0.0,0.0,1.0,"Comedy, Animation"
"Hilarious Posters, The",1906,0,0,135122,49277,0.0,49277,0.148131,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,"Fantasy, Comedy"
"400 Tricks of the Devil, The",1906,0,0,567,137757,0.0,137757,0.285283,0.0,Two named female character not present,1.0,0.0,0.0,1.0,0.0,0.0,"Comedy, Fantasy, Horror"
"Devilish Tenant, The",1909,0,0,127948,49271,0.0,49271,0.725084,0.0,Two named female character not present,2.0,0.0,0.0,1.0,0.0,0.0,"Fantasy, Comedy"
Cleopatra,1912,2,0,2101,71266,0.0,71266,0.142542,0.0,Two named female character talk only about boys,4.0,1.0,2.0,7.0,0.0,1.0,"Drama, History"
"Birth of a Nation, The",1915,2,0,4972,618,100000.0,618,5.113205,11000000.0,Two named female character talk only about boys,17.0,28.0,4.0,24.0,27.0,4.0,"Drama, History, War"
"Vagabond, The",1916,0,0,7507,13707,0.0,13707,4.023393,0.0,Two named female character not present,4.0,8.0,0.0,4.0,7.0,0.0,Comedy
Intolerance: Love&#39;s Struggle Throughout the Ages,1916,0,0,6864,3059,8394751.0,3059,4.282118,0.0,Two named female character not present,44.0,55.0,5.0,27.0,30.0,3.0,Drama
"Poor Little Rich Girl, The",1917,3,0,8443,95866,0.0,95866,0.90043,0.0,Beschdel test passed!,7.0,5.0,1.0,3.0,3.0,0.0,"Romance, Comedy, Drama, Fantasy"
Stella Maris,1918,3,0,9652,70753,0.0,70753,0.310636,0.0,Beschdel test passed!,5.0,4.0,0.0,3.0,3.0,0.0,Drama
Ich mochte kein Mann sein,1918,3,1,10281,48263,0.0,48263,0.999418,0.0,Dubious,3.0,2.0,0.0,0.0,3.0,0.0,"Comedy, Romance"
Broken Blossoms or The Yellow Man and the Girl,1919,0,0,9968,899,0.0,899,3.185824,0.0,Two named female character not present,4.0,3.0,0.0,1.0,5.0,0.0,"Drama, Romance"
"Cabinet of Dr. Caligari, The",1920,0,0,10323,234,18000.0,234,7.191271,0.0,Two named female character not present,4.0,7.0,0.0,14.0,7.0,0.0,"Drama, Horror, Thriller, Crime"
Within Our Gates,1920,3,0,11870,77621,0.0,77621,0.769742,0.0,Beschdel test passed!,6.0,3.0,4.0,1.0,3.0,0.0,"Drama, Romance"
Orphans of the Storm,1921,3,0,12532,42511,0.0,42511,1.526876,0.0,Beschdel test passed!,16.0,13.0,0.0,8.0,6.0,0.0,"Drama, History"
"Kid, The",1921,0,0,12349,10098,250000.0,10098,8.168456,2500000.0,Two named female character not present,16.0,16.0,3.0,2.0,9.0,1.0,"Comedy, Drama"
"Blot, The",1921,3,0,11979,155953,0.0,155953,0.661938,0.0,Beschdel test passed!,4.0,4.0,0.0,0.0,6.0,0.0,Drama
K&ouml;rkarlen (The Phantom Carriage),1921,2,0,12364,58129,0.0,58129,3.830428,0.0,Two named female character talk only about boys,13.0,10.0,4.0,4.0,4.0,0.0,"Drama, Fantasy, Horror"
"Nosferatu, eine Symphonie des Grauens",1922,2,0,13442,653,0.0,653,7.435873,0.0,Two named female character talk only about boys,13.0,4.0,0.0,5.0,5.0,0.0,"Fantasy, Horror"
"Phantom, The",1922,2,0,13496,28480,0.0,28480,1.376588,0.0,Two named female character talk only about boys,9.0,4.0,0.0,3.0,3.0,1.0,"Drama, Fantasy"
H&auml;xan: Witchcraft Through the Ages,1922,3,0,13257,57283,0.0,57283,2.914798,0.0,Beschdel test passed!,10.0,16.0,2.0,14.0,4.0,2.0,Horror
"Paleface, The",1922,0,0,12543,25770,0.0,25770,1.114303,0.0,Two named female character not present,1.0,2.0,0.0,0.0,4.0,0.0,"Western, Comedy"
Nanook of the North,1922,1,0,13427,669,53000.0,669,2.593681,0.0,Two named female character have no dialogue,0.0,1.0,4.0,6.0,0.0,0.0,Documentary
Foolish Wives,1922,3,0,13140,35227,1100000.0,35227,0.838095,400200.0,Beschdel test passed!,7.0,10.0,3.0,14.0,6.0,2.0,Drama
"Dr. Mabuse, der Spieler - Ein Bild der Zeit",1922,3,0,13086,5998,0.0,5998,3.275117,0.0,Beschdel test passed!,16.0,17.0,1.0,5.0,8.0,1.0,"Crime, Drama, Mystery, Thriller"
Safety Last!,1923,0,0,14429,22596,0.0,22596,4.394823,623.0,Two named female character not present,14.0,8.0,1.0,5.0,8.0,0.0,"Comedy, Romance"
Why Worry?,1923,0,0,14611,41348,0.0,41348,0.141528,0.0,Two named female character not present,5.0,3.0,0.0,2.0,7.0,0.0,"Comedy, Adventure"
La souriante Madame Beudet,1923,3,0,13626,49452,0.0,49452,0.833618,0.0,Beschdel test passed!,4.0,3.0,0.0,3.0,0.0,0.0,Drama
Our Hospitality,1923,0,0,14341,701,0.0,701,2.830289,0.0,Two named female character not present,5.0,8.0,0.0,2.0,10.0,1.0,"Comedy, Drama, Family"
A Woman of Paris,1923,2,0,14624,28974,0.0,28974,1.74686,0.0,Two named female character talk only about boys,3.0,7.0,0.0,4.0,7.0,0.0,"Drama, Romance"
Die Nibelungen,1924,2,0,15175,31506,0.0,31506,1.827403,0.0,Two named female character talk only about boys,1.0,6.0,0.0,1.0,3.0,0.0,"Adventure, Drama, Fantasy"
Kriemhild&#39;s Revenge,1924,2,0,15174,42512,0.0,42512,0.828949,0.0,Two named female character talk only about boys,0.0,6.0,0.0,7.0,6.0,0.0,"Adventure, Drama, Fantasy"
"Thief of Bagdad, The",1924,0,0,15400,28963,1135654.0,28963,3.878515,1213880.0,Two named female character not present,9.0,8.0,4.0,9.0,16.0,3.0,"Action, Adventure, Drama, Family, Fantasy"
Wild Oranges,1924,0,0,15498,120673,0.0,120673,0.135713,0.0,Two named female character not present,2.0,3.0,0.0,4.0,3.0,0.0,Drama
"Navigator, The",1924,0,0,15163,32318,0.0,32318,3.031803,0.0,Two named female character not present,2.0,3.0,1.0,2.0,10.0,0.0,"Action, Comedy"
Sherlock Jr.,1924,0,0,15324,992,0.0,992,5.858328,0.0,Two named female character not present,2.0,9.0,1.0,4.0,9.0,0.0,"Fantasy, Drama, Comedy, Mystery"
Girl Shy,1924,0,0,14945,40574,0.0,40574,1.153412,0.0,Two named female character not present,3.0,1.0,0.0,5.0,8.0,1.0,"Action, Comedy, Romance"
Greed,1924,3,0,15881,1405,546883.0,1405,6.925081,0.0,Beschdel test passed!,13.0,10.0,1.0,10.0,15.0,1.0,"Drama, History"
"Phantom of the Opera, The",1925,2,0,16220,964,0.0,964,11.083684,0.0,Two named female character talk only about boys,3.0,7.0,0.0,3.0,12.0,0.0,"Drama, Horror"
Battleship Potemkin,1925,0,0,15648,643,0.0,643,12.912845,45100.0,Two named female character not present,9.0,7.0,7.0,12.0,5.0,3.0,"Drama, History"
"Gold Rush, The",1925,0,0,15864,962,923000.0,962,6.202041,2500000.0,Two named female character not present,13.0,25.0,2.0,6.0,13.0,1.0,"Adventure, Comedy, Drama"
Go West,1925,0,0,15863,33015,0.0,33015,1.014248,0.0,Two named female character not present,3.0,5.0,1.0,4.0,5.0,0.0,"Comedy, Western"
"Freshman, The",1925,0,0,15841,42359,0.0,42359,0.932304,0.0,Two named female character not present,4.0,3.0,0.0,1.0,4.0,0.0,Comedy
Seven Chances,1925,0,1,16332,32600,0.0,32600,4.590055,0.0,Dubious,9.0,11.0,2.0,3.0,9.0,1.0,"Comedy, Romance"
"Lost World, The",1925,2,1,16039,2981,0.0,2981,2.968503,0.0,Dubious,9.0,8.0,1.0,9.0,3.0,0.0,"Adventure, Drama, Fantasy, Science Fiction"
"Big Parade, The",1925,2,0,15624,3060,245000.0,3060,2.084627,22000000.0,Two named female character talk only about boys,6.0,5.0,0.0,3.0,7.0,0.0,"Drama, Romance, War"
Stachka,1925,0,0,15361,44967,0.0,44967,1.576387,0.0,Two named female character not present,6.0,3.0,3.0,7.0,4.0,2.0,Drama
"Temptress, The",1926,1,0,17449,95956,0.0,95956,0.640994,0.0,Two named female character have no dialogue,3.0,4.0,0.0,1.0,2.0,0.0,"Romance, Drama"
Flesh and the Devil,1926,1,0,16884,38687,373000.0,38687,0.765315,658000.0,Two named female character have no dialogue,5.0,7.0,0.0,0.0,4.0,0.0,"Drama, Romance"
"General, The",1926,0,0,17925,961,750000.0,961,8.002953,0.0,Two named female character not present,9.0,12.0,1.0,10.0,14.0,1.0,"Action, Adventure, Comedy, Drama"
For Heaven&#39;s Sake,1926,0,0,16895,42368,0.0,42368,0.308677,0.0,Two named female character not present,1.0,4.0,0.0,4.0,6.0,1.0,"Romance, Comedy, Action"
Die Abenteuer des Prinzen Achmed,1926,1,0,15532,19354,0.0,19354,1.902271,0.0,Two named female character have no dialogue,0.0,1.0,0.0,4.0,3.0,0.0,"Drama, Animation, Adventure, Fantasy"
It,1927,3,0,18033,82283,0.0,82283,0.594437,0.0,Beschdel test passed!,1.0,4.0,0.0,1.0,4.0,0.0,"Drama, Comedy, Romance"
Metropolis,1927,1,0,17136,19,92620000.0,19,14.487867,650422.0,Two named female character have no dialogue,9.0,12.0,0.0,15.0,19.0,0.0,"Drama, Science Fiction"
Abel Gance&#39;s Napoleon,1927,2,0,18192,42536,0.0,42536,1.742727,0.0,Two named female character talk only about boys,34.0,19.0,4.0,37.0,21.0,14.0,"Drama, History"
"Unknown, The",1927,0,0,18528,27503,217000.0,27503,1.48162,0.0,Two named female character not present,1.0,5.0,0.0,0.0,6.0,0.0,"Drama, Horror, Romance"
Sunrise: A Song of Two Humans,1927,2,0,18455,631,0.0,631,4.249695,121.0,Two named female character talk only about boys,11.0,13.0,1.0,10.0,11.0,0.0,"Drama, Romance"
"Kid Brother, The",1927,0,0,18051,16661,0.0,16661,1.13281,0.0,Two named female character not present,4.0,5.0,0.0,1.0,6.0,1.0,"Comedy, Drama"
My Best Girl,1927,3,0,18183,73969,483103.0,73969,0.205671,1027757.0,Beschdel test passed!,8.0,13.0,2.0,4.0,6.0,0.0,"Drama, Comedy, Romance"
Wings,1927,1,0,18578,28966,2000000.0,28966,8.545698,0.0,Two named female character have no dialogue,4.0,7.0,0.0,1.0,5.0,0.0,"Action, Drama, Romance, War"
"Jazz Singer, The",1927,1,0,18037,939,0.0,939,2.428332,0.0,Two named female character have no dialogue,5.0,5.0,0.0,1.0,6.0,0.0,"Drama, Music"
Downhill [When Boys Leave Home],1927,1,0,17825,52782,0.0,52782,1.646779,0.0,Two named female character have no dialogue,7.0,2.0,0.0,6.0,4.0,1.0,Drama
"Passion of Joan of Arc, The",1928,0,0,19254,780,0.0,780,8.903953,0.0,Two named female character not present,16.0,7.0,1.0,5.0,9.0,0.0,"Drama, History"
Speedy,1928,0,0,19412,22595,0.0,22595,1.160323,0.0,Two named female character not present,18.0,13.0,1.0,3.0,4.0,1.0,Comedy
"Circus, The",1928,0,0,18773,28978,9000000.0,28978,6.714813,0.0,Two named female character not present,1.0,8.0,0.0,0.0,2.0,0.0,"Comedy, Drama"
"Cameraman, The",1928,0,0,18742,31411,0.0,31411,4.824576,0.0,Two named female character not present,6.0,8.0,0.0,6.0,8.0,0.0,Comedy
"Steamboat Bill, Jr.",1928,0,0,19421,25768,0.0,25768,7.518657,0.0,Two named female character not present,2.0,4.0,0.0,5.0,7.0,0.0,"Action, Comedy"
"Racket, The",1928,0,0,19304,27777,0.0,27777,0.699893,0.0,Two named female character not present,0.0,5.0,1.0,4.0,3.0,2.0,"Crime, Drama"
A Girl in Every Port,1928,0,0,18937,110887,0.0,110887,0.827134,0.0,Two named female character not present,7.0,12.0,1.0,7.0,2.0,1.0,"Drama, Comedy"
"Patsy, The",1928,3,0,19258,53209,0.0,53209,0.425882,0.0,Beschdel test passed!,4.0,3.0,0.0,7.0,5.0,0.0,"Comedy, Drama, Romance"
While the City Sleeps,1928,2,0,19571,190160,0.0,190160,0.385791,0.0,Two named female character talk only about boys,10.0,12.0,1.0,0.0,1.0,0.0,"Drama, Crime"
"Man Who Laughs, The",1928,2,0,19130,27517,0.0,27517,2.571104,0.0,Two named female character talk only about boys,3.0,4.0,0.0,0.0,2.0,1.0,"Drama, Horror"
"Crowd, The",1928,1,0,18806,3061,0.0,3061,6.78748,0.0,Two named female character have no dialogue,1.0,7.0,0.0,0.0,9.0,0.0,Drama
"Docks of New York, The",1928,2,1,18839,885,0.0,885,0.67543,0.0,Dubious,3.0,6.0,0.0,1.0,6.0,1.0,"Drama, Romance"
Our Dancing Daughters,1928,2,0,19237,42614,0.0,42614,0.112326,0.0,Two named female character talk only about boys,5.0,6.0,0.0,2.0,6.0,0.0,"Drama, Romance"
Un chien andalou,1929,0,0,20530,626,0.0,626,6.051472,0.0,Two named female character not present,3.0,3.0,2.0,3.0,7.0,0.0,"Drama, Fantasy"
"Cocoanuts, The",1929,2,0,19777,20625,0.0,20625,1.242836,0.0,Two named female character talk only about boys,4.0,7.0,0.0,1.0,2.0,1.0,Comedy
Pandora&#39;s Box (Die B&uuml;chse der Pandora),1929,3,1,18737,905,0.0,905,2.617488,0.0,Dubious,3.0,2.0,1.0,4.0,2.0,0.0,"Drama, Thriller, Romance"
Man with a Movie Camera,1929,0,0,19760,26317,0.0,26317,4.694378,0.0,Two named female character not present,1.0,0.0,0.0,5.0,5.0,1.0,"Drama, Documentary"
Blackmail,1929,2,0,19702,543,0.0,543,3.956703,0.0,Two named female character talk only about boys,2.0,8.0,0.0,6.0,6.0,1.0,"Drama, Thriller, Crime"
Juno and the Paycock [The Shame of Mary Boyle],1929,3,0,21015,47695,0.0,47695,1.783776,0.0,Beschdel test passed!,5.0,6.0,0.0,3.0,4.0,0.0,Drama
Broadway Melody,1929,3,0,19729,65203,379000.0,65203,0.758012,4358000.0,Beschdel test passed!,6.0,6.0,1.0,2.0,6.0,0.0,"Drama, Music, Romance"
"Blue Angel, The",1930,1,0,20697,228,0.0,228,2.40612,0.0,Two named female character have no dialogue,6.0,10.0,0.0,6.0,6.0,0.0,Drama
All Quiet on the Western Front,1930,0,0,20629,143,1250000.0,143,15.235056,0.0,Two named female character not present,6.0,13.0,2.0,3.0,16.0,0.0,"Drama, War"
Anna Christie,1930,3,0,20641,42812,0.0,42812,0.843203,0.0,Beschdel test passed!,3.0,3.0,0.0,1.0,6.0,0.0,"Drama, Romance"
Ladies of Leisure,1930,3,0,21040,122047,0.0,122047,0.500752,0.0,Beschdel test passed!,5.0,8.0,0.0,5.0,6.0,1.0,"Drama, Romance"
L&#39;Age d&#39;Or,1930,0,0,21577,5729,0.0,5729,2.76145,7940.0,Two named female character not present,19.0,11.0,3.0,10.0,8.0,0.0,"Romance, Comedy, Drama"
Morocco,1930,1,0,21156,42641,0.0,42641,1.691796,0.0,Two named female character have no dialogue,7.0,9.0,0.0,2.0,8.0,0.0,"Drama, Romance"
Min and Bill,1930,3,0,21148,85505,0.0,85505,0.336991,0.0,Beschdel test passed!,5.0,7.0,0.0,6.0,5.0,0.0,"Drama, Comedy"
"Bat Whispers, The",1930,3,0,20668,26162,0.0,26162,0.670708,0.0,Beschdel test passed!,4.0,11.0,1.0,3.0,9.0,2.0,"Crime, Drama, Mystery, Thriller"
Murder!,1930,3,0,21165,31930,0.0,31930,1.988389,0.0,Beschdel test passed!,10.0,14.0,4.0,9.0,5.0,1.0,"Mystery, Thriller"
Animal Crackers,1930,3,0,20640,13913,0.0,13913,4.750686,0.0,Beschdel test passed!,4.0,10.0,0.0,4.0,2.0,2.0,Comedy
M,1931,3,0,22100,832,0.0,832,12.752421,0.0,Beschdel test passed!,5.0,6.0,0.0,4.0,5.0,0.0,"Drama, Action, Thriller, Crime"
M&auml;dchen in Uniform,1931,3,0,22183,9653,0.0,9653,1.480025,0.0,Beschdel test passed!,3.0,17.0,1.0,11.0,5.0,1.0,"Romance, Drama"
Night Nurse,1931,3,0,22208,51394,0.0,51394,1.521412,0.0,Beschdel test passed!,5.0,7.0,0.0,1.0,3.0,0.0,"Crime, Drama, Mystery"
Frankenstein,1931,1,0,21884,3035,291000.0,3035,8.091603,12000000.0,Two named female character have no dialogue,10.0,14.0,3.0,11.0,15.0,2.0,"Drama, Horror, Science Fiction"
Mata Hari,1931,3,0,23196,35545,558000.0,35545,1.41344,2227000.0,Beschdel test passed!,5.0,11.0,0.0,2.0,9.0,0.0,"Drama, Action, Thriller, Romance"
Tabu: A Story of the South Seas,1931,0,0,22458,977,0.0,977,2.211623,0.0,Two named female character not present,3.0,0.0,2.0,7.0,5.0,0.0,"Adventure, Drama, Romance"
"Last Flight, The",1931,0,0,22054,99732,0.0,99732,0.211093,0.0,Two named female character not present,4.0,7.0,1.0,2.0,6.0,0.0,Drama
Dracula,1931,2,0,21814,138,355000.0,138,7.503126,1012189.0,Two named female character talk only about boys,6.0,19.0,1.0,3.0,9.0,2.0,Horror
Monkey Business,1931,1,0,22158,13911,0.0,13911,2.513358,0.0,Two named female character have no dialogue,3.0,6.0,1.0,1.0,1.0,1.0,"Music, Comedy"
City Lights,1931,3,0,21749,901,1500000.0,901,10.891524,19181.0,Beschdel test passed!,14.0,14.0,2.0,3.0,17.0,1.0,"Comedy, Drama, Romance"
"Smiling Lieutenant, The",1931,2,0,22074,31409,0.0,31409,1.209386,0.0,Two named female character talk only about boys,2.0,4.0,0.0,2.0,7.0,0.0,"Comedy, Music, Romance"
"Public Enemy, The",1931,3,1,22286,17687,0.0,17687,4.841185,0.0,Dubious,8.0,6.0,0.0,0.0,7.0,1.0,"Drama, Action, Crime"
La Chienne,1931,3,0,21739,26614,0.0,26614,1.743615,0.0,Beschdel test passed!,11.0,10.0,1.0,7.0,8.0,0.0,Drama
A Nous la Liberte,1931,1,0,22599,31514,0.0,31514,1.209032,0.0,Two named female character have no dialogue,3.0,2.0,1.0,8.0,6.0,0.0,Comedy
Little Caesar,1931,1,0,21079,27899,0.0,27899,9.019985,0.0,Two named female character have no dialogue,5.0,8.0,0.0,2.0,7.0,1.0,"Drama, Action, Crime"
"Skin Game, The",1931,3,0,22395,52748,0.0,52748,1.775534,0.0,Beschdel test passed!,5.0,10.0,1.0,2.0,4.0,0.0,Drama
Rich and Strange [East of Shanghai],1931,2,0,23395,36049,0.0,36049,1.581063,0.0,Two named female character talk only about boys,2.0,4.0,1.0,4.0,7.0,1.0,"Comedy, Drama, Thriller"
Cimarron,1931,3,0,21746,42861,0.0,42861,1.133556,0.0,Beschdel test passed!,10.0,13.0,0.0,4.0,9.0,1.0,"Drama, Western"
Skippy,1931,3,1,22397,84295,0.0,84295,0.360311,0.0,Dubious,5.0,2.0,1.0,1.0,2.0,0.0,"Drama, Family"
"Champ, The",1931,1,0,21730,42816,0.0,42816,1.328118,0.0,Two named female character have no dialogue,7.0,8.0,0.0,4.0,7.0,0.0,Drama
I Am a Fugitive from a Chain Gang,1932,1,0,23042,29740,195845.0,29740,8.741855,0.0,Two named female character have no dialogue,17.0,31.0,2.0,4.0,9.0,1.0,"Crime, Drama"
Grand Hotel,1932,3,0,22958,33680,700000.0,33680,11.118844,2594000.0,Beschdel test passed!,8.0,17.0,1.0,2.0,5.0,0.0,"Drama, Romance"
Horse Feathers,1932,1,0,23027,13912,0.0,13912,5.17213,0.0,Two named female character have no dialogue,9.0,14.0,1.0,6.0,6.0,1.0,"Comedy, Romance"
White Zombie,1932,0,0,23694,26860,50000.0,26860,2.692891,0.0,Two named female character not present,5.0,5.0,0.0,7.0,2.0,0.0,Horror
Boudu Saved from Drowning,1932,1,0,22718,48365,0.0,48365,1.378177,0.0,Two named female character have no dialogue,4.0,3.0,1.0,0.0,1.0,0.0,Comedy
"I Was Born, But...",1932,1,0,23634,28268,0.0,28268,1.83041,0.0,Two named female character have no dialogue,9.0,3.0,4.0,10.0,0.0,3.0,"Comedy, Drama"
"Most Dangerous Game, The",1932,0,0,23238,1994,200000.0,1994,3.295206,0.0,Two named female character not present,3.0,8.0,0.0,0.0,11.0,0.0,"Adventure, Horror, Thriller"
Freaks,1932,2,0,22913,136,0.0,136,9.074348,0.0,Two named female character talk only about boys,10.0,11.0,2.0,2.0,7.0,0.0,"Drama, Horror"
Island of Lost Souls,1932,1,0,24188,3031,0.0,3031,13.466333,0.0,Two named female character have no dialogue,5.0,7.0,0.0,2.0,6.0,2.0,"Adventure, Horror, Science Fiction"
"Old Dark House, The",1932,3,0,23293,31592,0.0,31592,5.962386,0.0,Beschdel test passed!,6.0,4.0,0.0,0.0,3.0,1.0,"Drama, Horror"
Vampyr,1932,3,0,23649,779,0.0,779,4.320771,0.0,Beschdel test passed!,2.0,4.0,0.0,7.0,6.0,0.0,"Drama, Horror"
Shanghai Express,1932,3,0,23458,875,0.0,875,2.085774,0.0,Beschdel test passed!,4.0,5.0,0.0,3.0,6.0,1.0,"Romance, Drama"
Three on a Match,1932,3,0,23590,42914,0.0,42914,0.75757,0.0,Beschdel test passed!,8.0,11.0,0.0,1.0,8.0,1.0,"Crime, Drama"
Love Me Tonight,1932,2,1,23158,31532,0.0,31532,1.981885,0.0,Dubious,4.0,8.0,0.0,6.0,9.0,2.0,"Comedy, Music, Romance"
Scarface,1932,1,0,23427,877,0.0,877,4.854436,600000.0,Two named female character have no dialogue,17.0,22.0,2.0,11.0,8.0,3.0,"Action, Adventure, Crime, Drama, Thriller"
Red-Headed Woman,1932,3,0,23385,77966,0.0,77966,0.656431,0.0,Beschdel test passed!,6.0,8.0,0.0,2.0,6.0,0.0,"Comedy, Romance"
"Death Kiss, The",1932,1,0,23935,59158,0.0,59158,0.670124,0.0,Two named female character have no dialogue,3.0,10.0,0.0,3.0,2.0,0.0,"Horror, Mystery, Thriller"
Thirteen Women,1932,3,0,23582,91181,0.0,91181,0.519567,0.0,Beschdel test passed!,7.0,6.0,0.0,3.0,8.0,1.0,"Drama, Mystery"
